start	end	text
0	17160	C'est l'épisode 8 de Captain Web-Panette avec toute l'équipe au rendez-vous.
17160	23160	Nous sommes un jour très particulier puisque nous sommes le 13 octobre.
23160	26160	Alors c'est pas un vendredi, mais aujourd'hui c'est un jour spécial pour une bonne race.
26160	27160	Et pour qu'est le raison ?
27160	29160	C'est l'anniversaire de Manox !
29160	30160	Oui !
30160	34160	Exactement, alors l'ortoper qui officiellement en charge du chat est-ce qu'à du monde ce soir ?
34160	39160	C'est blindé, c'est la fluyance 38 personnes nous font l'honneur de nous écouter ce soir.
39160	41160	What the fuck 38 ?
41160	43160	Je pense que c'est pour l'anniversaire de Manox.
43160	45160	Je pense que c'est le casion spécial.
45160	47160	Et j'ai dépitat !
47160	50160	Tu donnes ton âge, non ?
50160	53160	Alors je ne donne pas mon âge ni mon adresse.
53160	56160	Quoi que ce soit sur l'information personnelle, bien sûr.
56160	61160	On va commencer par un petit tour de table et on va commencer par l'ortoper.
61160	63160	Bonsoir à tous.
63160	64160	Salut l'ordre.
64160	69160	Alors ce soir, je vais personnellement dans ma rubrie que je vais traiter deux sujets.
69160	74160	Tout d'abord on va parler un petit peu anniversaire puisque c'est anniversaire de Manox.
74160	76160	Une petite dossier là-dessus.
76160	78160	Vous en surrez plus tout à l'heure.
78160	80160	Et ensuite on va parler des jeux en ligne.
80160	82160	Des jeux d'argent en ligne.
82160	83160	Oh !
83160	86160	Le truc où j'ai perdu 30 euros encore à ce moment-là.
86160	92160	Puisque cet après-midi l'Assemblée nationale a voté en première lecture le texte à ce sujet.
92160	93160	On en parlera tout à l'heure.
93160	96160	Dernier petit mot et après je passe la parole à Quacos.
96160	104160	Pour remercier à nos auditeurs je l'appellerai monsieur Akka pour éviter qu'il y ait des présas et à son rencontre.
104160	107160	Il pourrait avoir des problèmes à son travail avec sa femme.
107160	108160	Mais oui, Akka Polko.
108160	109160	Merci Akka.
109160	110160	Et il a eu la sympathie.
110160	112160	Nous en voyons un petit sujet en une mandant de le traité.
112160	113160	On va essayer.
113160	114160	On va s'en occuper.
114160	115160	Moi je trouve le sujet assez amusant.
115160	116160	On en parle tout de suite.
116160	117160	On en parle tout de suite.
117160	118160	Surprise.
118160	119160	En tout cas on remercie monsieur Akka.
119160	120160	Merci Akka.
120160	121160	Merci Akka.
121160	122160	Merci Akka.
122160	123160	On en parle.
123160	124160	Donc c'est quoi Quacos ?
124160	126160	Moi pareil, je le fais un petit tour de remerciement.
126160	134160	Tout simplement parce que le petit journal PPI qui est sorti les semaines dernières a reçu un châle heureux accueil, n'est-ce pas ?
134160	137160	Un peu plus de 300 en donne l'eau directement sur le site du Captain.
137160	138160	Oui, tout à fait.
138160	140160	Donc une centaine qui vous n'est arrêt directement.
140160	141160	Directos.
141160	146160	Et posté sur un ou deux forums, on a un peu plus de 200 en donne l'eau sur celle-là.
146160	148160	Donc en touche, je crois que t'as l'heure.
148160	150160	On était à de 551 donne l'eau.
150160	152160	Et que des compliments !
152160	153160	Ah !
153160	155160	C'est surprenant.
155160	157160	Quelqu'un a dit quand même, et je cite.
157160	160160	Il y a un lien trash.
160160	161160	Ah oui, ça c'est une chose.
161160	165160	Mais surtout, il y a un qui a dit, donc je ne m'attendais pas à quelque chose de aussi subtile.
165160	166160	Ah oui c'est vrai que subtile.
166160	168160	Il est dit vraiment subtile.
168160	169160	Oui, vraiment subtile.
169160	171160	Et il est peut-être là en train de nous écouter.
171160	175160	Et tu veux pas parler du forum où on était été bannis puisque tu l'as eu pleudé à plusieurs endroits ?
176160	179160	Il a pleudé à deux forums, n'est-ce pas ?
179160	181160	Je ne sais pas si on donne les noms des forums ?
181160	182160	Non, c'est malade.
182160	187160	Mais il y en a un qui est très, très gros et qui a refusé mon magazine parce qu'il n'ait de pas payant.
187160	189160	Il n'a pas pensé un exactement.
189160	193160	Donc il y a des forums qui non seulement, donc tu metts en ligne des choses qui ne sont...
193160	194160	Il l'a ra...
194160	195160	Il l'a également.
