start	end	text
0	4000	Et bienvenue à l'apéro du CAPTAIN WELL
4000	6000	CAPTAIN WELL
6000	8000	C'est bien la vacance toi ?
8000	10000	T'as chopé une belle grippe ?
10000	12000	C'est pour la gueule
12000	14000	C'était pas mal
14000	16000	J'ai chopé un mélanome
16000	18000	Là t'as eu honte tout ça
18000	20000	Les égouts parisiens
20000	22000	Qu'est-ce que c'est ?
22000	24000	C'est ton téléphone ?
24000	26000	C'est le téléphone de ton père
26000	28000	C'est 57
28000	30000	Décroche ton téléphone
30000	32000	CAPTAIN WELL COCOS LORDE TON PÈRE EMANOX
32000	34000	Votre mission pour ce premier numéro de la saison 2
34000	36000	de l'apéro du CAPTAIN
36000	38000	Si vous l'acceptez sera de pénétrer dans un lieu sain
38000	40000	Et je ne parle pas de Katsouni
40000	42000	Non, il vous faudra entrer de fort dans les locaux
42000	44000	d'un haut lieu de la culture geek SF et Fantasy
44000	46000	J'ai nommé VRAGELONE
46000	48000	Pour vous aider dans cette mission des plus périlleuses
48000	50000	J'ai sélectionné pour vous une équipe de choc
50000	52000	Composé de 6 membres actifs de l'organisation
52000	54000	internationale des Astiqueurs du Web
54000	56000	Christophe Ponsol
56000	58000	Alias Popole Cervo
58000	60000	qui spécialise dans la trahésie militaire
60000	62000	numéro 1 des tacticiens de la légion étrangère
64000	66000	Ok les gars, j'ai étudié le dossier
66000	68000	de A à B en passant rapidement par le cul
68000	70000	Le plan idéal pour cette mission c'est
70000	72000	On arrive, on dégomme et on rentre
72000	74000	Est-ce que c'est compris ?
74000	76000	Les chefs, c'est parti ma couille
76000	78000	On y va quand est-ce qu'on commence ?
78000	80000	Pour vous conduire à bon port et en toute sécurité
80000	82000	Voici Jérôme Kenborg
82000	84000	Alias Gégé le plancher
84000	86000	Il a fini en 2 heures
88000	90000	Allez les Tarlous
90000	92000	On embarque dans ma torture
92000	94000	Je prends le métro
94000	96000	Je prends le métro
96000	98000	Le premier qui dégueule sur les cuir
98000	100000	en peau de peau neige
100000	102000	J'ai fait une tête en forme de burit
104000	106000	Faites gaffe là
106000	108000	J'ai l'impression qu'il y a une vieille qui est en train de traverser
108000	110000	Juste devant
110000	112000	C'est pas ça
112000	114000	Oh bah oui
116000	118000	On est arrivé là
118000	120000	Sur la gare de l'est
120000	122000	C'est parti
122000	124000	Sur place vous attendra Monsieur Yeti
124000	126000	Alias Titi la poudre
126000	128000	Expert en explosion de braguettes
128000	130000	Comme des portes les plus inviolables
130000	132000	Salut les mecs, j'ai déjà installé le bordel
132000	134000	Alors planquez vos miches, ça va sauter aussi fort que dans le manoir Playboy
136000	138000	Oh merde
138000	140000	Ça m'a pété ma couille
140000	142000	Oh c'est quoi ce pétard foireux
142000	144000	Titi la poudre
144000	146000	Qu'est ce que tu nous as fait là Titi
146000	148000	En cas d'échec total de l'explosion de Titi la poudre
148000	150000	Ce qui arrive souvent, nous vous proposons les services de Monsieur Antistress
150000	152000	Aussi connu sous le nom de VP8 Dynamite
152000	154000	Poète dans la vie comme au travail
156000	158000	Range tes pétards foireux Yeti, moi je sors la grosse artillerie
158000	160000	Planquez vos têtes dans vos calbuttes
160000	162000	Ça va gicler comme sur des putes
162000	164000	Quel poète
164000	166000	Le rabot des temps modernes
166000	168000	C'est beau l'open source
168000	170000	Allez on rentre maintenant les mecs
172000	174000	Oh putain qu'est ce que c'est là, ils ont foutu une grille
174000	176000	Ils ont foutu une putain de grille
176000	178000	Comment on fait
178000	180000	Pas de problème, j'ai l'homme qu'il vous faut
