start	end	text
0	12000	...
12000	13000	Salut !
13000	14000	Salut !
14000	15000	4ème épisode
15000	18000	Donc du podcast du Captain Web et de son équipe fantastique
18000	20000	Nous sommes le 15 septembre
20000	22000	On est donc quelque chose qui ressemble plus du tout à une cabine
22000	23000	mais plus d'eau à un studio
23000	26000	Parce que c'est assez barré en couille sérieusement au cours des deux dernières semaines
26000	27000	C'est vrai
27000	29000	C'est une sorte de croisement immondre, entretenez-vous saut de maîtrique
29000	30000	L'issiotéphane
30000	32000	Bon, on commence à va tout le monde
32000	33000	Ça pue, ça va
33000	35000	Ok, super
35000	40000	Bon, on va peut-être faire un petit tour, va-t-à avant de commencer ?
40000	43000	Ouais, alors vas-y quoi c'est ?
43000	45000	Rien, moi je vous ai préparé
45000	49000	Une grosse rubrique, un gros quoiqu'on teste
49000	51000	Et un tout petit bois de far
51000	55000	Ok, moi j'ai un habité spécial aujourd'hui dans la rubrique scientifique
55000	57000	Ça tombe bien ce qu'on m'a dit beaucoup de biens de cicatana
57000	59000	Et de gens qui m'ont demandé des nouvelles
59000	62000	Ah, le CD, bien entendu, n'est pas encore en rentrant
62000	63000	En vente hein
63000	66000	Mais j'espère que bientôt elle lui arrivera de très bonne chose à ce charmant monsieur
66000	68000	Voilà, donc si il y a un conducteur dans la salle
68000	70000	Vous n'hésitez pas à nous contacter qu'il y a peut-être qu'il y a peut-être nos poinettes
70000	72000	Et vous ne donnez de l'argent surtout
72000	73000	Voilà
73000	74000	Lorsque ton père
74000	76000	Ravi de vous retrouver cette semaine
76000	78000	J'avais hâte, on va bien rigoler, j'espère
78000	79000	Bah écoute, parfait
79000	81000	Moi j'ai pas du tout préparé ta rouille, bien sûr
81000	83000	Du zôque
83000	86000	Léger retard, mais ça devrait passer comme une être à la poste
86000	88000	Deux petits trois poids
88000	91000	Un petit poids, j'étais quand même souligné, n'est-ce pas, Captain
91000	93000	L'envoi miracule
93000	96000	J'allais venir, parce que j'ai deux trois poids
96000	99000	Donc déjà première chose, maintenant on enregistre le mardi à 23h30
99000	101000	Voir 23h45, si on est retard comme aujourd'hui
101000	104000	Donc vous êtes au courant pour les prochaines semaines
104000	107000	Deuxième point, le direct sur port de radio, ce sera pas encore pour cette semaine
107000	109000	Parce qu'on n'a pas eu le temps de s'en occuper
109000	112000	Mais on va bien trouver un moment entre deux
112000	114000	Je ne sais pas, il est arrivé, n'as-ce pas à mettre
114000	116000	Lors ton père
116000	120000	Ensuite, effectivement la semaine dernière, on y a un gros incident technique
120000	124000	Avec un clavier et un pack de bière
124000	126000	Comme quoi les claviers Mac ne supportent pas la bière
126000	128000	Voilà exactement qu'autorment le clavier PC
128000	134000	Et donc, dans des espoirs de cause, c'est quand même une s'écoute chère un clavier Mac
134000	137000	J'ai demandé sur Twitter, est-ce que quelqu'un avec la bière miracule
137000	139000	On a eu un bien faiteur
139000	141000	Merci
141000	144000	Donc on va faire un grand merci à Michael Bechleur
144000	146000	Qui est PDG de la Société Actinium
146000	148000	Merci Michael
148000	151000	Voilà, qui nous envoie un clavier, on super recommandé Colin Simo
151000	152000	Thank you Mickey
152000	153000	Thank you
153000	155000	C'est grâce à lui aujourd'hui, qu'on peut enregistrer cet appareau
155000	157000	Donc il coûte merci Michael, vous pouvez le joindre
157000	159000	Le joindre, vous pouvez le suivre sur Twitter
159000	162000	Oui, Twitter.com slash Michael Bechleur, je mettrai le lien
162000	165000	Ce que si je vais le mettre, je vais le mettre les liens sur le site
165000	166000	C'est pas trop tôt comme ça
166000	169000	Vous qu'hésitez pas à le suivre, lui envoyer de l'argent à le remercier
170000	174000	Oui Mickey, si tu pouvais aussi m'envoyer un peu d'argent avec des claviers
174000	175000	D'autres trucs, ce serait sympa
175000	178000	Voilà, un Macbook Pro éventuellement, parce que je sais qu'on en a besoin
178000	180000	Un nouveau frigo pour mettre les bières
180000	183000	Oui, juste du pognon, il y a des clopes, enfin, tout le bazar
183000	185000	Voilà, donc on va la payer sur ça
185000	187000	Écoutez, c'est parti pour l'actualité
188000	191000	Ah, il y a une grosse actue, cette scène, en fait, au début, je pensais qu'on n'aurait pas grand chose
191000	193000	Et puis finalement, en rajoutant les points les uns après les autres
193000	196000	C'est ce que c'est un dernier truc qui s'est acheté à 17h, qui est tout simplement fantastique
196000	198000	Et j'étais obligé d'en parler
198000	202000	On va commencer par trois petits points avant de faire le quick and dirty habituel
202000	203000	Yes
203000	207000	Alors, je vais vous parler d'un truc qui s'appelle, en fait, ça fait déjà une bonne semaine que c'est sur le web
207000	209000	Mais j'attendais de voir ce qu'il y a à l'autre
