start	end	text
0	13000	Et bienvenue à l'apéro du CAPTAIN WEEB, ça décoiffe avec le CAPTAIN WEEB, bonjour c'est l'apéro là
13000	19000	Bonnet, Castor, autre animo fan de technologie, vous êtes bien sur le 11ème épisode du CAPTAIN WEEB
19000	25000	Avec toute l'équipe qui est là, et aujourd'hui c'est un numéro un peu spécial puisque nous accueillons quelqu'un
26000	30000	Nous accueillons qui ? Elle, donc elle peut dire bonjour dans le micro
30000	35000	Bonjour, on m'a dit de parler très près pour avoir la voix de Scarlett Johansson
35000	37000	Comme si tu l'embrasses le micro
37000	41000	Tu peux le lécher aussi, ça marche moins bien mais tu peux aussi essayer
41000	48000	Donc on est le mardi 3 novembre 2009 lors de ce registrement, il est 23h35, non 40, on a démarré presque à l'heure aujourd'hui, c'est quand même exceptionnel
48000	49000	C'est vrai
49000	54000	Et on va commencer par notre petit rétab, peut-être que notre amie de l'heure de ton père va nous dire est-ce qu'il y a du monde sur le chat aujourd'hui ?
54000	55000	Est-ce qu'il y a du monde ?
55000	59000	Et bien c'est notre record, 73 personnes sur le chat
59000	61000	Moi j'ai 76 là en ligne
61000	62000	Mais qui sont ces gens ?
62000	63000	Ils font retirer 2
63000	66000	Oui il faut nous retirer, ah oui c'est exactement, ça fait 74
66000	67000	Il faut compter CAPTAIN
67000	68000	Je sais compter
68000	71000	Bon alors aujourd'hui c'est un numéro un peu spécial pour deux raisons
71000	72000	En effet
72000	76000	Premièrement puisque nous accueillons Manox mais qui est là chaque épisode donc ça ne change pas grand chose
76000	78000	Et surtout Lolita, c'est le scénariste
79000	82000	Ils vont sortir une BD qui s'appelle TODO LOCO dans quelques jours
82000	83000	Et voilà
83000	87000	Bon on va attendre un peu avant d'en parler puisqu'on va vous consacrer une rubrique entière
87000	88000	Voilà voilà
88000	91000	Ok bon allez on fait le tour de table, on va commencer par l'ordre de ton père
91000	92000	L'ordre
92000	97000	Bonsoir à tous donc émission spéciale à double titre parce que on a Lolita on vient de le dire
97000	104000	Et deuxièmement ce soir je suis assez content, pas de rubrique de LTP, elle est remplacée par la nouvelle rubrique, la rubrique de l'invité
104000	106000	On recommencera plusieurs fois
106000	111000	Et également ce soir rubrique exploration parce qu'avec le CAPTAIN nous avons été invités
111000	116000	Et nous sommes allés piller le buffet de la soirée LG au MK2, on en reparlera tout à l'heure
116000	117000	C'est tout chaud, on en revient
117000	118000	Quacos
118000	124000	Oui bah moi classique What's Up avec plein de petits trucs super sympas tout droit sorti du net
124000	128000	Et voilà quoi, ça va être sympa comme d'hab
128000	133000	Alors moi ce soir ça va être un peu particulier puisque l'invité en question est un invité en chair et en os
133000	136000	Et non pas une espèce de fantasme bizarre qui pousse des bruits bizarres
136000	139000	C'était pas le cas d'habitude ?
139000	144000	Si si ils sont là mais c'est plutôt des sortes de métamorphes de poltergeist tu vois plus que des êtres humains vraiment
144000	150000	Bref donc ce soir on va faire une petite rubrique un peu particulière parce qu'on va faire un peu de promo
150000	152000	Merci à l'apéro du CAPTAIN c'est bien pour ça
152000	153000	Tu vas parler de toi
153000	157000	Voilà pour vous faire découvrir une bande dessinée très sympathique, très fantastique
157000	160000	Dans l'hololita et la scénariste et donc je suis moi-même le dessinateur
160000	165000	Et par la même occasion on va vous parler de blogs mais pas n'importe quel type de blogs puisqu'on va parler des blogs BD
165000	167000	Ouh ça promet
167000	168000	Et puis il y a des choses à dire dessus
168000	169000	Ah beaucoup de choses
169000	173000	Bon alors avant de commencer l'actualité on va faire un petit tour de l'actualité mais de l'apéro parce qu'on a plein de choses à dire
173000	179000	Alors je vais commencer par remercier Brikou qui avait offert la semaine dernière les 5 habitations Google Wave qui sont parties très très vite
179000	183000	Donc il y a 5 mouleux qui ont gagné voilà bonne chance, enfin bravo à eux
183000	184000	Merci à Brikou
184000	185000	Moi j'en ai pas eu
185000	186000	Moi j'en ai pas eu
186000	187000	Ouais mais on s'en fout
187000	189000	J'en ai une de Google Wave franchement je comprends rien ce truc
189000	191000	Mais bon on en reparlera une autre fois
191000	194000	Une question Captain Web Brikou ça n'a rien à voir avec Brikou Rama non ?
194000	197000	Écoute je ne pense pas non mais tu peux la contacter sur Twitter
197000	198000	C'est une femme ?
