start	end	text
0	4000	Et bienvenue à l'apéro du Cap'n'Well !
4000	6000	Cap'n'Well !
6000	8000	Ouais c'est l'apéro !
8000	11000	Ça décoiffe avec le Cap'n'Well !
11000	13000	Salut c'est l'apéro l'après.
13000	17000	Bienvenue à tous pour le 12ème épisode de l'apéro du Cap'n'Well avec toute l'équipe réunie.
17000	19000	Nous sommes le combien ? 12 novembre ?
19000	22000	17 novembre putain il m'avait fait un écran pour et je regarde même pas.
22000	25000	Alors on commence par quoi après l'émission de la semaine dernière qui était un peu spéciale ?
25000	27000	On va commencer par un petit tour de table.
28000	31000	Bonsoir à tous les amis, je suis de retour.
31000	33000	Bienvenue, welcome back.
33000	37000	Alors j'ai appris que la semaine dernière vous aviez fait un podcast live non enregistré.
37000	39000	Une libre antenne.
39000	41000	On m'a dit que c'était hyper top.
41000	44000	Et la question que j'aimerais poser à mon ami Quacko c'est est-ce qu'on pourra l'entendre ?
44000	47000	Est-ce qu'il sera disponible au MP3 sur le site ?
47000	54000	Écoute à la base j'avais dit qu'au bout de 150 followers sur mon compte Twitter je le mettrai en ligne.
54000	56000	J'en ai eu que 117 malheureusement.
56000	58000	C'est la faute de ceux qui écoutent.
58000	66000	Je ne suis pas sûr mais bon peut-être que d'ici la fin de cette émission là je suis à 130.
66000	69000	Allez, demain il sera peut-être en ligne.
69000	72000	Alors allez vite vous inscrire sur le Twitter de Quacko.
72000	75000	J'ai un message pour toi Quacko, on me dit sur le chat on s'en branle.
80000	83000	Deuxième petit mot, cette semaine à la demande de Nico,
83000	86000	un de nos auditeurs qui a laissé un message sur le répondeur,
86000	92000	sujet spécial dans ma rubrique ce sera la reproduction des ponets au Kazakhstan.
92000	95000	Ah ça c'est chouette, j'attendais un sujet polimique.
95000	100000	Et sachant que Johnny, j'ai entendu ce soir, tu m'as fait entendre tout à l'heure le message répondeur de Johnny,
100000	107000	qui demande que je fasse un sujet sur le système métrique européen et le système américain des pouces et des pieds.
107000	112000	Eh bien je le ferai, pas la semaine prochaine parce que j'ai une toute petite surprise mais j'en parlerai à la fin de l'émission.
112000	114000	Je le ferai donc dans deux semaines en principe.
114000	116000	Tu nous gâches toute la surprise et tout.
116000	118000	C'est dommage alors.
118000	124000	Oui bah moi ce qui me concerne deux rubriques aujourd'hui, un Quacko qu'on teste et un What's Off.
124000	129000	Le Quacko qu'on teste bien sûr étant sur Twitter, que j'ai testé depuis une semaine.
129000	132000	Ça va être bon je sens. Et PPI tu nous en parles un peu ?
132000	141000	PPI je vous en parle un peu, bah écoute j'en sais rien du tout parce qu'il a été tellement piraté au niveau compte je sais pas trop où est-ce qu'on en est.
141000	147000	De ce que j'ai pu voir, moi sur mes downloads personnels je dois en être à 450.
147000	151000	Il y en a un qui doit être à 700, Mathilde dit, donc on est aux alentours de mille et quelques.
151000	153000	Voilà, Manox ?
153000	159000	Alors moi ça va être les mystères de l'étrange, n'est-ce pas, avec un invité particulier puisqu'il s'agit de François Derrick.
159000	165000	Une sorte de français belge qui vit à Rajbrouck, sa ville natale.
165000	169000	Et alors lui il a reçu une facture de France Télécom particulièrement salée.
169000	171000	Ça arrive en ce moment.
171000	173000	On ne sait pas exactement d'où ça vient, c'est très mystérieux.
173000	175000	Tout nous en parlera tout à l'heure.
175000	177000	C'est vrai que c'est étrange.
177000	179000	C'est étrange, il y a des mystères trop étranges.
179000	186000	Il y a des personnes qui me demandaient, comme on n'était pas là la semaine dernière, il y a beaucoup de personnes qui nous ont contacté par mail, par répondeur etc.
186000	189000	Pour demander ce qui s'était passé, ce qu'ils n'ont pas vu d'épisode la semaine dernière.
189000	194000	Donc ils étaient inquiets, donc je pense qu'il est temps de dénoncer quelqu'un qui n'était pas parmi nous la semaine dernière.
194000	196000	C'est à cause de lui qu'il n'y a pas eu de podcast.
196000	197000	Oui, Lord.
197000	198000	Donc le fouet pour Lord.
198000	199000	Un fouet pour Lord ?
199000	200000	Ah oui, un coup de fouet.
202000	204000	Par contre, je suis un petit peu déçu, Lord.
204000	209000	Je te fous, j'ai pensé que ta rubrique serait consacrée à la République de chèques cette semaine, mais même pas.
209000	210000	Et non.
210000	211000	Dommage.
211000	217000	Et lors de ton père, j'aimerais savoir, est-ce que Captain Bond peut passer ta musique, lors de ton père, la musique de la semaine passée ?
217000	219000	Bah non, parce qu'on n'a pas branché le système.
219000	223000	Mais au moins, depuis la semaine dernière, on sait qu'on va pouvoir recevoir des appels sur Skype.
223000	225000	Et je pense qu'il y a des choses à faire avec.
225000	229000	Ah mais ça c'est une surprise, parce que tu n'as pas écouté non plus l'émission live de la semaine dernière.
229000	230000	Bah il ne l'a pas encore entendu.
230000	232000	Voilà, tu ratses la surprise.
232000	238000	Mais peut-être que les gens sur le chat te bavront un peu, ils vont te donner un avant-goût que tu vas entendre bientôt.
238000	240000	Ouh, ça a l'air sympa.
240000	243000	Alors quelques petits trucs rapides avant de passer à quelque chose de plus consistant.
243000	249000	On va remercier un peu AudioFeline, qui nous a fait de la pub sur son nouveau site, geekéo.fr.
249000	251000	Audio, merci.
251000	253000	C'est un habitué, mais je ne sais pas si on a le droit de dire son identité secrète.
253000	254000	Non, c'est interdit.
254000	255000	On demandera son autorisation avant.
255000	256000	C'est secret.
256000	257000	Voilà.
257000	259000	Et puis aussi, merci Asmabit.
259000	262000	Alors non pas Amabit, mais Asmabit, il y a un S devant, faut faire attention.
262000	264000	C'est Asmabit il me semble, il faut dire.
264000	266000	Je ne sais pas comment ça se prononce.
266000	267000	Moi je dirais Asmabit.
267000	271000	Bah Asmabit alors, qui nous fait de la pub toutes les semaines pour l'apéro sur son site.
271000	272000	Avant.
272000	275000	Site qui s'appelle Asmabit.fr ou .com.
275000	277000	Et comment on peut remercier Asmabit alors ?
277000	280000	Bah tu vas sur son site, tu cliques sur ses pubs, je crois.
280000	282000	Il faut préciser que Beat, c'est avec un Y ou avec un I ?
282000	283000	Non, c'est avec un I.
283000	284000	Comme une bite.
284000	285000	Un bon I.
285000	287000	Mais il y a des femmes à poil sur son site, donc je vous conseille d'y aller.
287000	289000	Si avec ça vous n'avez pas envie d'y aller, je ne comprends plus rien.
289000	290000	Moi non plus.
290000	292000	Et en fait, dernière chose avant de passer au répondeur.
292000	294000	J'ai reçu un petit e-mail.
294000	296000	On me dit qu'il y a un rendez-vous de podcaster le 11 décembre.
296000	297000	A où ?
297000	298000	Ouais, au Café Beaubourg.
298000	300000	Et l'organisateur me demandait si on y serait.
300000	303000	Et bien oui, si on payait les coûts à boire quoi.
303000	306000	Bah écoute, je ne sais pas, je pense qu'il faudra quand même qu'on paye nos coûts.
306000	307000	Quoi ?
307000	310000	Mais on rencontrera des auditeurs qui peut-être nous payeront la tournée.
310000	312000	Ah ouais, intéressant.
312000	313000	On va voir.
313000	314000	On écoute.
314000	315000	On a 2-3 messages sur le répondeur cette semaine.
315000	316000	Quelle ville ?
316000	317000	À Paris bien sûr.
317000	318000	2-3 messages, oui en effet.
318000	319000	On les lance tout de suite.
319000	320000	Bah écoute, vas-y.
320000	321000	Allez, c'est parti.
321000	323000	Oui, bonjour, c'est le SAV de Moonynex.
323000	326000	Je me plains contre la personne qui parle des robots.
326000	329000	Donc trêve de plaisanterie, c'est de Hervé.
329000	332000	Voilà, bon, je voulais faire un petit coup à Lolita.
332000	334000	T'as raison, t'as un Mac, c'est génial.
334000	338000	Et salut à tout le monde dans la chat role.
338000	339000	Bye.
339000	340000	Bye bye.
340000	342000	Mais en fait, j'ai compris ce qu'il écoutait en fond.
342000	343000	Il écoute un de nos apéros, je pense.
343000	345000	J'ai reconnu la voix de l'ordre de ton père.
345000	346000	La 12 voix de l'ordre de ton père.
