start	end	text
0	3000	Le Tenselcast
3000	7000	Le podcast des capotes
7000	9000	Bienvenue à tous ce soir sur Tenselcast
9000	15000	Du nichon, de la cuisse, du pied-pied, de la chaussure, de la poubouche et de la bibitte
15000	19000	Sans oublier des grosses paires de nichons pour toute la soirée
19000	22000	De la radio live avec des femmes enflammées
22000	26000	Des webcams torrides avec des nichons et des poids-poils partout
26000	30000	Tous les vos conseils de l'Orthopère alias poignet magique
30000	34000	Prêts à vous faire gicler en moins de 5 minutes
34000	42000	Avec comme avis d'exceptionnel ce soir David qui sera là pour vous faire vibrer Mesdames et Mesdemoiselles
42000	46000	Et Messieurs, et vous aussi autres qualités
46000	49000	Tout ça c'est dans Dorset Gas
49000	51000	Exceptionnel
55000	58000	Bienvenue à l'apéro du Capitaine Well
58000	60000	Capitaine Well
60000	62000	Ah c'est l'apéro
62000	65000	Ça décoiffe avec le Capitaine
65000	67000	Salut c'est l'apéro là
67000	71000	Salut bande de glans, bon bah écoutez une fois de plus nous sommes au rendez-vous
71000	74000	Pour ce numéro 36, 36 bis, 36 terres
74000	75000	Non 35 bis
75000	77000	35 bis ok d'accord 35 bis
77000	79000	Parce qu'on sait pas trop ce qu'on va faire ce soir je vous le cache pas
79000	82000	C'est un numéro, c'est un peu un concept, c'est très conceptuel
82000	84000	Nous n'avons strictement rien préparé
84000	86000	Pour le coup c'est plus que vrai
86000	87000	C'est vrai en plus
87000	88000	C'est vrai on a rien
88000	90000	Je prépare à 23h mais là y'a rien
90000	91000	Pas de papier dans les mains et tout
91000	96000	Quand même après le podcast j'imprimerai mon papier habituel avec 37 et un gros point d'interrogation dessus
96000	99000	Pour pouvoir le classer faire un petit truc à la fin de l'année
99000	102000	Alors ce soir Manox n'est pas là, Malade, Oli
102000	106000	Mais nous avons quelqu'un, elle est là en string et en chair
106000	109000	Il s'agit de 4, 4, 4 David Oli
111000	112000	Salut David
112000	118000	Je pense que vous êtes tous déçus mais moi j'étais venu prendre un McDo et puis ils m'ont coincé dans la cave
118000	121000	Et ils m'ont mis des chaînes et une tenue en latex
121000	122000	Et voilà
122000	123000	Je peux plus sortir
123000	128000	Bah c'est ça, on t'avait dit où tu viens faire, où tu fais venir Katsuni ou alors ce sera la punition et voilà
128000	131000	Katsuni tu nous as déçus, faut quand même que tu le saches
131000	134000	Ghislain a pourtant parlé de nous et tout on pensait que tu serais là ce soir
134000	135000	Ils ont même déjeuné ensemble ce midi
135000	137000	Ils ont déjeuné ensemble et ils ont parlé de nous
137000	138000	C'est à lui être chaud
138000	140000	C'est peut-être pour ça qu'elle est pas venue
140000	142000	Ça ressemble à quoi un dîner d'affaires chez Lorcelles ?
142000	143000	Ils parlent business
143000	144000	Ouais exactement
144000	145000	Mais exactement
145000	147000	C'est triste, on casse un mit
147000	149000	J'ai même pas pu ramener de cacahuètes et de chips ce soir
149000	150000	Mais c'est pas vrai parce qu'il y a de la bière et de l'alcool
150000	151000	Ouais il y a de l'alcool
151000	152000	Et de la Monster, c'est bien dégueulasse
152000	155000	Alors ce soir on va quand même faire des choses un petit peu sérieuses
155000	158000	On va parler d'actualité, on va faire un oiseau à reproduire
158000	161000	Tout comme d'habitude sauf qu'il y a rien de préparé
161000	162000	Voilà
162000	163000	C'est le concept
163000	165000	Et vous allez participer cher auditeur
165000	166000	Et vous allez participer
166000	168000	Puisque de temps en temps comme ça sans le dire à personne
168000	169000	On va relancer le Skype
169000	170000	Et premier arrivé, premier servi
170000	172000	Celui qui décroche il va parler avec nous
172000	175000	Écoute moi je propose pour le oiseau justement
175000	178000	De faire un oiseau exclusif auditeur
178000	180000	C'est eux qui appellent et qui proposent leur oiseau
180000	183000	Moi je propose qu'ils devraient mettre des liens sur le chat
183000	184000	Et tu les lis
184000	185000	C'est pas mal
185000	186000	Moi je vais faire la même chose
186000	187000	Tiens je te pique ton idée
187000	188000	Je vais commencer comme ça pour la rubrique high tech
188000	192000	Il y a des petites choses à dire dans l'actualité
