start	end	text
0	18800	Salut tout le monde, amis auditeurs, camarades lecteurs, hommes troncs et femmes cul de jattes,
18800	24080	vous êtes tous là à l'écoute de cet épisode numéro 37 ! Puisque oui, il y a eu un numéro 36
24080	29600	mais nous allons en reparler. Nous sommes le 8 juin, il est minuit au 25, on va pas tricher
29600	35080	aujourd'hui. Nous sommes donc le 9 juin. Et ouais, il y en a qui savent compter ici autour de cette table.
35080	39760	Alors ce soir on va y aller tranquille, pourquoi ? Parce que Manox n'est pas là, il est actuellement
39760	45360	en garde à vue pour un léger problème d'exhibitionnisme sur le parvis du Trocadéro.
45360	50000	Nous pensons à lui au fin fond de cette prison, à se faire ramener le derrière. J'imagine que ça
50000	54400	doit être dur. Ok, avant de faire le tour d'étape, pour une fois on va plutôt parler, je me suis
54400	60160	connu qu'on allait inverser aujourd'hui. Je vous préviens pas, je lance comme ça les nouveautés.
60160	65480	Pour revenir sur ce qu'on a fait la semaine dernière. On a fait quelque chose ? Oui, on a fait
65480	70120	quelque chose. Alors au début on avait commencé dans l'idée de faire une libre antenne comme on
70120	75720	avait déjà fait plusieurs fois. Et puis finalement comme ça on s'est dit... Capten, tu fais un truc
75720	79560	une fois et il dit qu'il l'a fait plusieurs fois. On l'a fait deux fois déjà avant la libre antenne.
79560	85360	Je ne suis pas persuadé mais... Ah si, je t'assure qu'on l'a fait deux fois. Donc finalement cette
85360	89000	libre antenne entre guillemets s'est transformée en numéro 36, comme ça à l'arrache on n'avait rien
89000	93000	préparé du tout. Et on a eu des retours qui étaient plutôt positifs. Ça il dit ça pour te faire
93000	96640	plaisir. Non, honnêtement moi je ne l'ai pas réécouté parce que ça me fait franchement chier de
96640	99960	réécouter. Mais je pense que c'était pas trop mal. Tu vois pour un truc qu'on n'avait pas préparé du
99960	105400	tout, ça avait ce petit côté impro etc etc. Alors du coup il était mis un peu en retard parce que
105400	109120	Quacko ça a beaucoup bossé dessus pour faire du montage, ce qui est quand même pas mal de trache.
109120	114220	C'est pas pour ça mais c'est pas grave. Ah bon ? Allez vas-y. Et bon il y avait aussi beaucoup de
114220	120720	boulot tout court en dehors de ça. Donc le numéro 36 disponible enfin près de 24h à galérer sur
120720	127240	Feedburner à le mettre en ligne. Mais il est là. Quoi d'autre sinon ? Hier, et ça c'est de l'heure
127240	133160	ton père qui va parler, il y a eu un live. Alors oui on a fait un petit live hier vers 19h30 ou 20h30
