start	end	text
0	18480	C'est parti pour le premier podcast de CaptainWeb, un podcast fantastique à moitié préparé
18480	22560	avec des invités, que dis-je des invités, des personnes qui seront là en permanence
22560	23560	pour tous les podcasts.
23560	24560	Je veux mon peu.
24560	25560	Des chroniqueurs.
25680	26680	Et voilà.
26680	30120	Donc c'est parti, on va commencer par faire un petit tour de table pour présenter tout
30120	31120	ça.
31120	32920	Alors on commence par qui ? On va commencer dans l'ordre des rubriques.
32920	36600	Dans l'ordre des rubriques, c'est le type à ma droite.
36600	39080	C'est l'ordre ton père.
39080	41800	Salut les amis, ici l'ordre ton père.
41800	42800	Bonjour à tous.
42800	50240	Alors qui suis-je ? D'où viens-je ? Mais pourquoi ? Je suis le bon pote du CaptainWeb.
50240	51240	Bah c'est de la merde !
51240	52240	Et voilà.
52240	55800	Je suis le grand spécialiste des vieilles becannes.
55800	60320	Quand tout le monde avait un Atari ST, moi j'avais un Amstrad, enfin même un VG-5000
60320	64360	Philips, quand les autres avaient un Amiga, j'avais un 6128, bref la qu'un.
64360	66240	J'avais un 6128 en même temps que toi donc.
66240	67240	Ouais.
67240	68240	On était tous les deux des tocars.
68240	73520	Et j'animerais une sorte de rubrique un peu bizarre, genre Vric Avrak, un peu nostalgie,
73520	76080	technologie futuriste, enfin bref un beau merdier.
76080	77080	Parfait.
77080	78080	Voilà pour moi.
78080	79080	Ah bah ça promet.
79080	82800	Et puis ensuite on passe à notre ami Quakos, un génie de rubrique.
82800	83800	Ouais.
83800	84800	Ouais.
84800	85800	Je vais animer la rubrique.
85800	86800	Wassup.
86800	91440	Salut c'est Quakos, alors je me présente, je viens de nulle part, je suis nulle part
91440	92440	et je vais nulle part.
92440	97360	Je m'occupe surtout de la technique son, la technique internet étant bien sûr réservée
97360	98360	au Captain.
98360	104080	Pour ma part, je vais présenter une rubrique toute neuve, toute belle, toute super top qui
104080	105080	s'appelle le Wassup.
105080	106080	Wassup.
106080	107080	Wassup.
107080	108080	Wassup.
108080	112320	Et puis ensuite on va laisser le micro à Manox, le quatrième chroniqueur.
112320	116760	Ouais bonsoir à tous, salut c'est Manox, c'est M-A-N-O-X, trop bien que tu sais.
116760	123000	Je suis là moi pour faire briller, pour faire dorer, pour faire argenté cette merveilleuse
123000	125320	émission qui est le Captain Web, voilà absolument.
125320	126320	Voilà.
126320	130200	Je vais animer deux émissions merveilleuses, enfin je vais faire en sorte que les invités
130200	135720	viennent participer des scientifiques et des musiciens, et oui, la rubrique scientifique
135720	141960	du Captain qui aura lieu tous les cas jours, et la rubrique musicale, la France des chansons,
141960	146600	avec à chaque fois un habitat exceptionnel que j'ai trouvé une petite perle, dont
146600	149040	vous me direz des nouvelles, restez jusqu'au bout.
149040	154080	Et on a eu un petit, un petit, un grand goût de la chose la dernière, et c'était comment
154080	158000	dire mythique, je crois que j'oserais même dire que c'était buccal.
158000	162280	C'était buccal parce que aujourd'hui l'invité en question c'est Marc Bucose, un grand
162280	164440	chanteur, un ancien chanteur de baguette.
164560	165560	Je vais faire ça pour tout à l'heure.
165560	166560	Oui voilà.
166560	167560	Je vous préserve la surprise.
167560	169560	But keep it on, man.
169560	173680	Keep it on, et bien sûr, bien sûr, bien sûr, le chroniqueur, le chroniqueur que dis-je,
173680	176600	l'illustrateur, l'animateur de l'émission, Captain Web!
176600	177600	Captain Web!
177600	178600	Captain Web!
178600	181560	Le fricot du web, comme disent mes camarades.
181560	185480	Donc ici on va parler de quoi, on va parler d'high tech surtout, et aussi de n'importe
185480	189600	quoi, parce que c'est un peu notre thème ici, on parle de punets, de putes d'internet,
189600	190600	et de n'importe quoi.
190600	191600	De geek.
191600	193600	Parce que internet c'est n'importe quoi.
193720	195720	Oh, n'importe quoi tout de suite.
195720	196720	C'est pas n'importe quoi.
196720	199080	Bien que j'y assise, c'est un peu notre porte-corps en fait, mais c'est ça qui fait
199080	200080	un terrain.
200080	201080	Mais c'est parce que c'est ça certain.
201080	203760	Le net, c'est un petit peu le reflet de l'humanité, c'est-à-dire un grand caniveau,
203760	206360	une grande poubelle, et nous, on aime ça, mettre la tête de l'humane.
206360	209840	Et le reflet de l'émission radio du Captain, bien sûr, qui est aussi un grand n'importe
209840	210840	quoi.
210840	212360	Je pense que c'est bien parti pour quand même.
212360	218320	On a fait un rapide pilote la semaine dernière, pré-pilote disons, et on n'a préféré
218320	219320	pas le diffuser.
219320	221520	Mais malheureusement, vous l'avez en direct, donc vous n'avez pas trop le choix, vous
221520	223840	allez vous le bouffer en pleine tête, en panne-tuuuuut.
223840	224840	Voilà.
224840	227800	Un dernier piment quand même, peut-être pour dire où on est, et où on est.
227800	228800	Dans une cave.
228800	229800	Une suite.
229800	232800	On est dans une cave avec 10 000 euros de matos.
232800	235240	Mais ça gérons peut-être pas.
235240	236960	Il déboutait juste derrière Manox.
236960	239280	Il y a aussi un enfant attaché dans un jeu plaisante, humour.
239280	240280	Ah bon ?
240280	244640	Bon, il est peut-être temps Captain de passer à la première rubrique, qui est la tienne
244640	249880	d'actualité, à la première rubrique, l'actualité du net, et cube l'apéro.
249880	256120	Députes, dépenets, et internet, c'est l'actualité du web.
256120	258560	Et c'est parti pour l'actualité du web.
258560	262160	Donc je vous ai fait un petit résumé de ce qui s'est passé cette semaine, rapidement
262160	265000	parce qu'on n'a pas trop le temps non plus, donc on va chier sa vite-fait.
265000	269760	Donc on va commencer par une rubrique spéciale, crash, avec plein de crashes.
269760	274360	Un crash de Paypal il y a quelques jours, puis aujourd'hui, c'est l'actualité immédiate,
274400	276920	un court crash de Twitter cet après-midi, personne n'a rien à foutre, ce qu'il n'y a
276920	277920	que moi qui l'utilise.
277920	278920	Mais bon.
278920	280520	Il y a les Iraniens aussi, il me semble.
280520	283760	Oui, il y a les Twitter, il y a plein de gens qui l'utilisent, enfin, ici il y a que
283760	287880	toi qui l'utilisent, mais nous ne sommes pas représentatifs véritablement de la population
287880	288880	mondiale.
288880	291720	Non, pas vraiment, d'ailleurs c'est vrai que pour du hi-tech, il n'y a que moi qui
291720	295160	a un Facebook, il n'y a que moi qui a un Twitter, donc bon.
295160	299280	Sinon, effectivement, on parle d'Iranien, il y a les premières humeurs, on parle, on
299280	300680	parle un peu de Twins, n'importe quoi.
300800	305160	On dirait que ce serait le gouvernement iranien qui aurait fait planter Twitter spécialement
305160	307440	pour cacher de nouveaux agis.
307440	308440	Allez, celle-là !
308440	309440	Qu'est-ce qu'on parle ?
309440	311280	En tout cas, c'était une attaque des DOS.
311280	315960	Oui, c'est vrai exactement, donc c'était une Daniel of Service, le site a été attaqué
315960	319120	apparemment, ça a dû être bien bourrin quand même puisqu'il a crashé pendant
319120	320120	près de deux heures.
320120	322120	Oh putain, vache !
322120	324760	Ouais, et je peux te dire, c'est le drame pour les gens qui utilisent Twitter comme
324760	325760	moi.
325760	326760	C'est la fin de la démocratie ?
326760	327760	Bah oui.
327760	328760	Parce que généralement quand quelque chose crache, si tu veux, tu vas sur Twitter pour
328760	331000	voir ce qu'il se passe quand tu te dis « Ah, est-ce que ça crache, est-ce que c'est
331000	332000	que moi ? »
