start	end	text
0	17000	Salut bande de sales privilégiés, vous êtes bien au numéro 20 de l'apéro du capitaine,
17000	21400	l'épisode avec toute l'équipe plus Zabcast pour ce soir qui nous a rejoint pour un numéro
21400	22400	exceptionnel.
22400	35920	On vous présentera plus tard, je pense que tout le monde vous connait déjà, mais on
35920	38800	fera une rubrique spéciale, rien que pour vous.
38800	42080	Donc qu'est-ce qu'on a à dire ? On est le mardi 19 janvier, ça s'est dit, il est
42080	46400	23h30, non il n'est plus 23h30, on s'en fout, quoi d'autre ? On fait un petit tour d'étape
46400	47400	pour commencer ?
47400	48400	Allez, allons-y.
48400	49400	Alors ton père ?
49400	54360	Bonsoir à tous, salut à nos amis de Zabcast, ils ont eu le courage de descendre dans notre
54360	55360	sous-sol infâme.
55360	56360	Et il en faut.
56360	57360	Et il en faut.
57360	61080	Ravie de vous revoir et on va passer un bon podcast ensemble.
61080	63240	Mais on l'espère, plus court que la semaine dernière peut-être.
63240	64240	Et moins alcoolisé.
64240	67160	Et de quoi tu vas parler lors de ton père ce soir ?
67160	71760	Ouh, ce soir on va parler, la semaine dernière on a parlé de rapport, et cette semaine on
71760	72760	va parler de rapport.
72760	73760	Oh, très intéressant.
73760	74760	Pas de vitesse.
74760	75760	D'accord.
75760	83120	Oui, moi ça va être une rubrique cinéma, une rubrique croise-oeuf, comme d'habitude.
83120	90080	Bon, je suis un petit peu barade, et douceur beau, donc si ça renifle, si ça tousse,
90080	91080	c'est normal.
91080	94720	Et vous inquiétez pas, j'ai pris des médocs, avec le whisky ça devrait être mieux.
94720	95720	Manox ?
95720	99320	Alors moi ce soir c'est une rubrique un peu spéciale puisque je vais vous faire un
99320	100320	quiz.
100320	101320	Et oui !
101320	105040	On m'a dit que tu avais un peu chié la semaine dernière ta nouvelle rubrique, il y a
105040	106040	des gens qui sont pleins.
106040	109040	Non, c'est-à-dire que arrivé à 2h30, j'ai dû un peu me dépêcher.
109040	110040	C'est pour ça.
110040	112040	Mais il fallait pas, on avait tout notre temps.
112040	114240	On avait une heure de retard, donc je me suis dit peut-être qu'il faudrait que je
114240	115240	me dépêche.
115240	116600	Je sais pas si tu te rends compte, il y a des gens qui préféraient la rubrique du
116600	117600	professeur Fiontus.
117600	118600	Faut que tu me rendes compte quand même.
118600	120600	Alors là quand même, ça va loin.
120600	121600	Ah oui, écoute.
