start	end	text
0	5000	Et bienvenue à l'apéro du CAPTAIN WEEEEL
30000	32000	Regarde y'a un vieil étendard avec une pomme
32000	34000	Oh mais qu'est-ce que c'est ?
34000	37000	Y'a marqué Mathieu, Mathieu quoi ? Mathieu Blanco du Sucre
37000	39000	Les femmes et les enfants de mort
39000	41000	Passons au mode sous-marin tout de suite
41000	43000	On va le couler
43000	44000	On va le couler
44000	46000	Allez, tout de suite dans le sous-marin
47000	48000	C'est parti
48000	49000	Ouais
49000	50000	Oh mais les dents pèlent
50000	52000	Vas-y leurs dents pèlent, les dents pèlent
52000	53000	Attention on va se faire tomber
53000	54000	Je lance un Windows
54000	56000	Windows 2000 Attac
56000	57000	C'est qu'à boucher les chiottes
57000	59000	Non t'as pas oublié iPhone là
59000	61000	Ah mais j'en ai pas, j'en ai pas
61000	63000	Voilà, allez maintenant
63000	65000	Tu vises Captain, tu vises bien
65000	66000	Je vise
66000	69000	Vas-y déclenche plus son bouton bordel
69000	70000	Bouton
70000	71000	C'est parti
73000	75000	Les raclures de bidets
77000	79000	Et bienvenue à l'apéro du CAPTAIN WEEEEL
79000	81000	CAPTAIN WEEEEL
81000	82000	Ouais c'est l'apéro
83000	86000	Ça décoiffe avec le CAPTAIN
86000	87000	Salut c'est l'apéro là
87000	90000	Ouais salut à tous bande de touristes sexuels
90000	91000	Voilà
92000	93000	Ça c'est de l'intro
93000	99000	Un podcast spécial pendant que vous vous musclez le sexe sur les plages thaïlandaises
99000	101000	Nous sommes là rien que pour vous
101000	103000	Oui cette intro là a été spécialement préparée pour ce numéro
103000	104000	Je sais que vous adorez ça
104000	107000	Donc un podcast spécial d'entrée saison
107000	109000	J'ai marqué plein de trucs mais j'arrive pas à lire parce que c'est le bordel
109000	111000	Bref nous sommes le jeudi 12 août
111000	113000	Il est 22h37
113000	114000	Un putain de record
114000	115000	Mais il y a un décalage horaire
115000	116000	Un décalage horaire
116000	118000	C'est le décalage horaire des vacances c'est l'heure à laquelle on se lève
120000	123000	En tout cas numéro spécial puisque nous avons
123000	124000	Attention
124000	125000	Une pomme
125000	127000	Nous avons l'aïatolat de la peau
127000	129000	Et là il est présent Mathieu Blanco
129000	130000	Il est là
130000	131000	Ave Mathieu
131000	132000	Ave Mathieu
132000	133000	Bonsoir
133000	134000	Maître
134000	135000	Votre honneur
135000	137000	Maître Blanco sur un appel perché
137000	139000	Tenait une pomme dans son bec
139000	141000	Et avait deux oreilles de poney sur la tête
141000	142000	Et oui c'est vrai
142000	143000	Il aime ça
143000	145000	On a réussi à l'attirer dans les caves
145000	146000	Alors que penses-tu de notre cave ?
