start	end	text
0	18400	Et bienvenue à l'apéro du Captain Well, le seul podcast qui sera diffusé avant le
18400	21840	numéro précédent puisque le 38 à mon avis vous n'êtes pas prêts de le voir les amis !
21840	27200	Mais on va revenir sur le numéro 38 un peu plus tard ! Nous sommes donc le 22 juin, dirais-je
27200	35360	même le 23 et il est trop tard ! Donc voilà numéro 39 c'est à peu près tout ce que j'ai marqué,
35360	39600	ce soir ça va être un podcast à l'alcool, de mon côté je n'ai pratiquement rien préparé,
39600	43200	je vous préviens tout de suite, donc ça vous ne serez pas surpris quand j'aurai terminé mes
43200	46000	rubriques au bout d'exactement dix minutes. D'ailleurs je vais directement passer au tour de
46000	51120	table avec l'heure ton père, let's go ! Coucou les amis ! Et bien oui la semaine dernière c'était
51120	54800	quand même un numéro assez, enfin vendredi dernier plutôt, oui c'était il n'y a pas longtemps quand
54880	59520	même la semaine dernière, un numéro exceptionnel, alors il y avait une première partie qui était très
59520	68800	écoutable et puis une seconde partie qui a un peu tourné café du commerce, beuverie, discussion de
68800	72960	comptoir, ce genre de choses. Mais écoute je ne sais pas, par vois-tu je ne me souviens plus trop de
72960	77200	ce qui s'est passé, passé la rubrique de l'invité j'étais pas très très frais. Moi j'étais au café
77200	84080	des sports personnellement, mais c'était quand même un bon podcast avec des invités tous hyper
84160	89840	sympas. Comment il suce des bites lui ? Non non pas du tout je le pense vraiment, on avait déjà Jérôme
89840	96560	qui avait déjà traîné ses guêtres dans cette cave donc on connaissait déjà, mais on a eu tous les
96560	102240	autres, on a eu John, Damouk et bien sûr Patrick qui devait rester une demi heure qui est fini par rester
102240	107520	six heures complètes. J'ai beaucoup aimé quand il m'a dit juste avant le début du podcast, moi je
107520	111520	prendrais le premier métro et là je me suis dit ouais, le dernier oui je me suis dit ouais ouais bah
111520	116160	ce sera le premier. Mais en tout cas super podcast. Non mais c'est bien sympa. Ils reviennent quand
116160	119680	ils veulent. Oui tout à fait, on va faire ça bientôt, on fera une sorte de revanche puisque
119680	125920	Zapcast ils n'étaient pas très très très frais. Non mais ils ne tiennent rien. Voilà il faut le dire.
