start	end	text
0	11260	...
11260	12560	C'est la pérôle.
12560	16620	Ouais, 6ème ma pérôle du Capten, ce soir avec tout le monde reunit.
16620	18240	Alors ce soir, ça va être fantastique.
18240	22000	On est le mardi 29 septembre et on a des sujets géniales.
22000	24420	Avez pour commencer une super breaking news.
24420	27320	Le poids téverris de disparaître, c'est le tsunami, c'est l'enfer.
27320	31440	C'est génial les sujets, c'est génial, c'est comme les ponés, les ponos.
31440	33040	Les ponos ? Voilà, les ponos ?
33040	34040	C'est haut.
34040	38040	En parlant d'eau, oui, on est fait, donc elle arrive tout droit sur les îles filles.
38040	39040	C'est lui qui m'a compris.
39040	41680	Exactement, nous, si on n'a pas d'eau, on a que de la bière, mais bon, on va quand même faire.
41680	42680	Avec, hein ?
42680	43680	Pas pas.
43680	47480	Ok, donc il y a 22 personnes sur le chat, ce soir, allez, venez les mecs, appeler tout le monde,
47480	49480	appeler votre caméra ou téléphone.
49480	52120	On va faire un petit tour de table, on peut pas qu'il...
52440	54120	Bah, et par moi, allez.
54120	57680	Salut, c'est Quaco, ce bienvenue sur la perreau numéro 6.
57680	62880	Moi, je vous ai réservé une petite surprise, tout revenu du soleil levant,
62880	64920	et puis, à voir dans l'oiseau, quoi.
64920	65920	Il y a du cul.
65920	68320	Écoute-sez, tu interviendras, je pense que oui.
68320	70320	Oh, la bâche !
70320	71560	Lors de ton père !
71560	74360	Ouais, ce soir, j'ai plus de voix, mais je vais quand même parler.
74360	78120	Alors, Breaking News, c'est vrai, les îles tu valus vont disparaître,
78120	81720	donc la vraie question, est-ce que juridiquement quand un territoire n'existe plus
81720	86720	et sous 20 mètres sous la flotte, est-ce que le nom de domaine qui est associé peut encore exister ?
86720	87920	Bah, écoute, c'est une bonne question.
87920	89920	Moi, je pense que Vyla-Tune qui a derrière le point de TV,
89920	91720	s'il te veut, il y a des efforts de faire une station sous-marie,
91720	92720	nous de faire quelque chose pour le garder.
92720	93720	C'est quoi là-là ?
93720	94720	20 milliers sous les maires.
94720	95720	20 milliers sous le web.
95720	96720	Ouais, le web, c'est web.
96720	98720	Et de quoi tu veux le parler, toi ? Alors, ton père, ce soir ?
98720	102720	Alors, ce soir, petit rubrique, petit sujet, on va faire que dans la légèreté,
102720	104720	que les sujets qu'on aime bien, je vous regarde tout ça pour tout à l'heure.
104720	105720	On s'en va être chouette ?
105720	106720	Ouais, ça va être le premier.
106720	107720	Alors...
107720	110720	Moi, ce qui me concerne ce soir, c'est la France des chansons,
