start	end	text
0	10000	C'est l'épisode de Captain Web, qu'on est tous réunis autour de la table dans le cas, comme d'habitude, on va commencer par qu'un petit tour de table comme d'habitude, go !
10000	20000	On commence par qui, parce qu'il y aura retard, on va commencer par l'autompeur.
20000	30000	On va commencer par qu'il y aura retard, on va commencer par l'autompeur.
30000	36000	Bonsoir à tous, 7ème épisode de la rebu Captain Web, ravi de vous retrouver tous.
36000	46000	Moi, si je me concerne pour ma reburie que je vais adopter le même format que je suis la semaine dernière et je vais essayer de le conserver pour les prochaines épisodes, c'est-à-dire deux petits sujets et après un sujet principal.
46000	56000	Ça c'est la première chose que j'avais envie de vous dire pour ce tout table, on sent le professionnel sous la table.
56000	62000	Et deuxième chose, j'ai envie de remercier pas mal d'internautes qui m'ont aidé à préparer mon sujet d'aujourd'hui.
62000	64000	Oui, il m'ont envoyé des liens.
64000	66000	Il y avait sugi 59.
66000	68000	Il y a donc un blogueur qui nous avait envoyé pas mal d'infos.
68000	72000	Il y avait quelqu'un d'autre dont j'ai oublié le nom, mais je me rattrape après.
72000	73000	Fait qu'il y aura pas.
73000	82000	Et donc l'idée, ce serait de continuer, même à la rigueur, si des auditeurs ont envie qu'on prépare un sujet particulier à une émission particulière et qui nous lise et puis voilà.
82000	83000	Bon, bouffe.
83000	84000	Oui, voilà, on fait tout.
84000	88000	Il faut une somme d'argent, on essaie suffisant, mais on est prêt à tout.
88000	89000	Je crois qu'on peut le dire.
89000	96000	Ok, moi, pour Maurri Quazoff, ce soir, on va parler de Guinness Book et de record du monde les plus débilos.
96000	98000	Génial.
98000	104000	Alors, moi ce soir, c'est la rubrique scientifique et le professeur fiontus et de retour.
104000	105000	Ah !
105000	108000	Attendez, est-ce que j'envergne-us, c'est la semaine dernière, on lui dit commentaire.
108000	109000	J'envergne-us, ouais ?
109000	110000	J'envergne-us, excuse-moi.
110000	111000	Ouais, j'ai m'assagré son nom.
111000	112000	Oui, j'en adorais, j'en suis sûr.
112000	114000	Oui, oui, on va dire ça.
114000	117000	Mais disons qu'on ne va pas le faire revenir trop vite parce que quand même, c'était un peu...
117000	119000	C'était dur pour les heures, il s'est vrai.
119000	126000	Donc là, le professeur vient avec quelque chose qu'il a trouvé, quelque chose d'acquatic.
126000	129000	On m'a dit, je pense, c'est pas si c'est vrai qu'on le verra tout à l'heure,
129000	135000	si quand il va venir avec ça, qu'il s'agirait du fils caché de l'homme de la clientine.
135000	137000	Ça fait que non, mais pas plus.
137000	138000	C'est pas plus.
138000	140000	C'est un pimeau sur iTunes.
140000	143000	Ça compte une montée grave, on va remercier tous ceux qu'on va t'épour nous.
143000	146000	On va dire de se rentuler tous les gens pas voter pour nous.
146000	147000	C'est un petit peu de tenu.
147000	149000	Oui, sauf ceux qui a eu qu'on prend encore une temps, bien sûr, ce qu'on compte.
149000	150000	Oui.
150000	151000	Vous allez le faire bientôt.
151000	152000	On est certain.
152000	153000	Of course.
153000	154000	Ok, on l'en s'actue ?
154000	155000	Ouais, l'actue.
155000	156000	Ouais.
164000	166000	Et voilà, c'est parti pour l'actue.
166000	169000	Et t'es du web, la seule actue où on parle de maheur celles, la chac épisode.
169000	172000	C'est off que cette fois-ci, j'ai rien sur lui, donc le homo leur a cité comme.
172000	173000	On l'aime bien, Marc.
173000	174000	C'était quand même important.
174000	177000	Alors, ce soir, je vais vous parler de la PSPGO, qui sait qui connaît ce qu'il a connaît.
177000	180000	De quoi la PSPGO, alors ton père leur a de connaître par contre ?
180000	182000	C'est la nouvelle console de Sony.
182000	183000	Oui.
183000	187000	Et sa petite particularité, c'est que tout est numérique qui a plus de cartouche acheté dans un magasin.
187000	188000	Exactement.
188000	189000	Tout à fait.
189000	190000	Donc c'est le principe.
190000	194000	C'est un peu le principe qu'on a sur la ipote touch, si on considère, c'est une console de jeu.
194000	198000	Enfin, c'est ce que Apple a l'intention de vouloir nous faire croire.
198000	199000	Ouais.
199000	203000	Ou comme la DSI, puisqu'il y a aussi les très accès téléchargements.
203000	206000	Dans la PSPGO, là, c'est une console portable.
206000	207000	C'est une PSP.
207000	208000	Oui, c'est la Sony PSPGO.
208000	209000	Ah oui, c'est vrai, c'est la PSPGO portable.
209000	210000	Voilà, exactement.
210000	214000	Et donc c'est un nouveau modèle qui a priori, je pense, mais ça ferait qu'on confirme,
214000	215000	élimine pas l'ancien.
215000	219000	Donc l'ancienne PSPGO 3000 va continuer d'exister avec ses UMD.
219000	220000	Vous savez, le truc est un femme.
220000	222000	Et ça marche, c'est le console, la PSP ?
222000	223000	Bien, elle vient d'être lancée.
223000	225000	Elle a été lancée, je crois, il y a deux, trois jours.
225000	226000	Non, je parle de la PSPGO.
226000	229000	Elle marche mieux qu'au début, et ça commence à être pas mal.
229000	230000	D'accord.
230000	235000	Et donc le truc, c'est que la PSPGO, c'est l'avenir entre guillemets.
235000	236000	Ah, c'est le futur.
236000	237000	Voilà, c'est le futur.
237000	238000	On est temps.
238000	239000	Pourquoi c'est intéressant ?
239000	241000	Parce qu'il y a eu une petite controversie.
241000	243000	En gros, il y a un petit boycott sur cette console.
243000	244000	Est-ce que vous venez pour quoi ?
244000	246000	Pire à table à mort.
246000	248000	La fermeture de tous les magasins de jeu vidéo.
248000	249000	Voilà.
249000	250000	Ton père a tout diviné.
250000	252000	Est-ce qu'effectivement, quand tu tiens un magasin de jeu vidéo
252000	256000	et qu'on commence à te sortir des portables qui sont entièrement des supports,
256000	257000	il y a plus des supports matériels ?
257000	259000	Et bien, vu que tu fais pas ton beurre en plus sur les consoles,
259000	260000	tu te fais un peu...
260000	262000	Ah, tu te fais un peu en filet ?
262000	263000	Voilà, j'allais le dire.
263000	264000	Exactement.
264000	266000	Donc du coup, il y a certains distributeurs,
266000	269000	dont un distributeur suédoigne une très grosse chaîne.
269000	270000	Oui.
270000	273000	Autre problème, c'est la disparition du marché de l'occasion.
273000	274000	Ah, ouais.
274000	275000	J'allais venir.
275000	276000	En fait, c'est deux gros choses qu'ils font.
276000	279000	Ce que les magasins de jeu vidéo, en fait, ont deux marchés,
279000	282000	surtout, c'est l'avante de jeu vidéo 9,
282000	284000	où ils font une marche qui est plus confortable que sur les consoles.
284000	285000	Carrément.
285000	286000	Carrément ?
286000	287000	L'occasion, surtout.
287000	288000	Ce que l'occasion, c'est un très gros marché.
288000	289000	Bah oui.
289000	291000	Quand t'achète ton jeu 70-0, une fois que tu l'as fini,
291000	293000	tu l'as généralement, tu l'gardes pas sur un étageur.
293000	296000	Souvent, les gros joueurs, en tout cas, vont le revendre pour en acheter un autre.
296000	299000	Moi, on m'a dit qu'il y a peut-être une web, lui, avant les toutes ces jeux de l'occasion.
299000	300000	Non, moi, je garde tout.
300000	302000	Ce que j'ai une collection de poussière, et je m'en voudrais de...
302000	304000	Un sortir de toute chose, j'ai mis.
304000	308000	Alors donc, par exemple, des magasins comme micro-vap...
308000	309000	Ils vont fermer.
309000	310000	Ouais, autant.
310000	312000	On n'est pas encore la médition que d'ici quelques années,
312000	314000	vu que ça va être quelque chose qui va se démocratiser.
314000	315000	C'est le futur.
315000	319000	On brise effectivement d'avoir des magasins qui vont fermer.
319000	321000	Alors, micro-mania, game score, qu'est-ce qu'il y a d'autres comme...
321000	322000	Il y a plein.
322000	323000	Vous n'a plus l'un.
323000	325000	Toutes ces boutiques de l'un public.
325000	326000	Il y en a tellement qu'on les connaît.
326000	327000	Ah oui, c'est vrai, les boutiques de l'un public.
327000	328000	On en a passé du temps là-bas.
328000	329000	Ah, mais c'est encore ces boutiques.
329000	330000	Bah oui, ils existent.
330000	334000	Ah oui, là, l'occasion, c'était beaucoup des boutiques où ils vendent de l'occasion.
334000	335000	Bah justement, c'est ça, c'est ça.
335000	336000	Et l'export, etc.
336000	337000	Ouais, voilà, ouais.
337000	339000	Après, il y a toujours un marque de façon qui restera.
339000	342000	C'est ce que disait le PDG de la boîte en question qui boit code.
342000	343000	Donc, c'est les suédois si je le souviens bien.
343000	344000	Ouais.
344000	345000	Vous vous dire ça tout de suite.
345000	348000	C'est bon, non, je ne retrouve plus.
348000	349000	C'est pas grave.
349000	350000	Non, pas ici, continue.
350000	353000	Enfin, moi, en gros, eux, ils ont carrément décidé de boit côté.
353000	354000	Donc, voilà, tout simplement.
354000	355000	Ils ont dit...
355000	356000	C'est des malades.
356000	357000	Si Sony vous voulez plus...
357000	359000	Vous voulez plus avoir de support physique,
359000	361000	mais bon, nous, on y a aucune raison pour qu'on vaut de votre console.
361000	362000	Oh, putain, la vache.
362000	363000	Ouais.
363000	364000	Ouais.
364000	366000	Mais donc en fait, c'est grosso modo que tu étais avec ta console.
366000	367000	Tu vas le broncer sur internet.
367000	368000	Tu vas télécharger tes jeux.
368000	369000	T'auras été sur l'net.
369000	370000	Tu vas sur l'net.
370000	372000	Tu valons de l'Aitune Store et tu t'es large.
372000	374000	C'est une grosse porte ouverte opérata.
374000	376000	Alors, ben, de toute façon, la PSP 3000 était déjà super pérata.
376000	377000	Ouais, elles sont déjà toutes pérata.
377000	378000	Je connais des personnes.
378000	379000	Donc voilà, c'est encore père.
379000	380000	Je connais des personnes.
380000	381000	Je connais des personnes.
381000	382000	C'est un tap qui a eu une PSP 3000.
382000	383000	Alors, voilà, voilà.
383000	384000	Moi, je veux dire, on s'est personnes.
384000	385000	Ah bon.
385000	386000	C'est pas moi.
386000	387000	Ouais, mais si ils font ça, c'est qu'ils ont la vie.
387000	388000	C'est stratégiquement, ce n'est pas...
388000	389000	Sinon, c'est si bête.
389000	390000	De quoi ?
390000	391000	Ouais, voilà.
391000	392000	Alors, pour eux, non, mais bon.
392000	393000	Et puis, je vais attendre le sujet un peu.
393000	395000	Ou, à ce moment-là, c'est le Clude Gaming.
395000	396000	Or, qui connaît ça ?
396000	397000	Le Clude Gaming, bah, c'est un Clou ?
397000	398000	Ouais.
398000	399000	Non.
399000	400000	Ah, non.
400000	401000	D'accord.
401000	402000	Clude Giraffe.
402000	403000	Je crois que leur ton père connaît bien.
403000	405000	Pas tellement, c'est une référence au Clude Computing.
405000	406000	Alors, oui, tout à fait.
406000	410000	Alors, en fait, l'idée, là, c'est Simanox, ni Coscanae.
410000	411000	C'est intéressant.
411000	413000	L'idée, c'est que, oui, les consoles qu'on a aujourd'hui.
413000	414000	Ouais.
414000	415000	Les grosses briques qui coupent très cher.
415000	416000	Ouais.
416000	417000	Bon, l'idée, c'est que dans l'avenir, vous aurez pu ça.
417000	418000	Ah bon.
418000	419000	Vous aurez une sorte de joystick.
419000	421000	Avec A Humie, un petit boîtier.
421000	422000	Ah.
422000	423000	Le fouet.
423000	424000	Le fouet, le fouet, pour celui qui vient de retrait.
424000	426000	Ah, j'ai pas l'a fait, moi.
426000	428000	Ah, t'as prends ça, salut.
428000	429000	T'aimes ça ?
429000	430000	Oui, donc.
430000	435000	Donc, vous aurez un boîtier, ou même pas, à lui, vous aurez tout simplement la manette,
435000	437000	qu'il vous bancherait directement sur le réseau.
437000	438000	D'accord.
438000	440000	Tous les jeux vidéo seront directement calculés à distance.
440000	441000	Ouais.
441000	442000	Des énormes data center.
442000	443000	Mm-hmm.
443000	444000	Et...
444000	445000	Et après, ce qui va se passer.
445000	446000	Et alors...
446000	447000	J'en ai rien à dire.
447000	449000	Oui, il n'y a plus de consoles, donc tout sera à distance.
449000	450000	Donc t'achèteras ton jeu.
450000	451000	Et bon, il n'y a...
451000	452000	C'est pas encore fait.
452000	454000	Il y a eu lors de la dernière Game Developer Conférence.
454000	459000	On a eu une boîte qui a présenté donc ce projet-là sur lesquels ils bossent comme depuis 7 ans.
460000	461000	Et...
461000	462000	Oui.
462000	463000	Et donc...
463000	465000	Et donc, toi, ton père, Asi, tu veux dire qu'elle doit compter à dire quelque chose ?
465000	467000	Ah non, je voulais rien dire, mais...
467000	469000	On a un petit problème technique qu'il faut frapper l'écran.
469000	471000	Un grand coup de pompe pour que ça remarche, mais...
471000	472000	Non !
472000	473000	Allez, t'avais !
473000	474000	Il a tapé sa remarche !
474000	475000	Ouais, ouais, ouais.
475000	476000	Donc, là, c'est de la bonne vie avec technique.
476000	479000	Parce que nous, on était un peu dans le bout, parce que bon, il a coup de ça, mais c'est...
479000	480000	Voilà.
480000	481000	Donc, c'est pas si bon gros.
481000	483000	C'est-à-dire que tu as plus de consoles, tu as plus qu'une manette, que tu pourras.
483000	484000	Ouais.
484000	487000	Et que le soit le support, tu pourras être sur PC, tu pourras être sur une console, même...
487000	488000	C'est un Game Boy aussi ?
488000	490000	Bah écoute, pourquoi pas, s'il y a les connectés sur un réseau ?
490000	491000	Et sur ton téléphone portable, bien sûr.
491000	492000	Et surtout, t'es...
492000	493000	Oui, enfin, je pense pas qu'il va y essuyer.
493000	494000	Parce que c'est comme ça.
494000	496000	Ça a chadoré un cyberpunk, cette truc.
496000	497000	Voilà.
497000	498000	Il y a des trucs qui demandent quand même beaucoup de puissances.
498000	500000	Donc, la question, le gros problème, surtout, c'est avec le lag.
500000	502000	Parce que aujourd'hui, on a des bonnes mondes passantes.
502000	503000	Ouais.
503000	504000	Donc, là, ce qui est...
504000	506000	Je sais pas 50 000 mètres en même temps, qui joue sur le même jeu.
506000	507000	Sur...
508000	509000	Ouais, ouais.
509000	510000	Il y aura plus aucun calcul.
510000	511000	Ça va prendre du temps, mais ça va...
511000	512000	Ça va monter tout doucement.
512000	513000	Ça va monter tout doucement.
513000	514000	Ouais, c'est ça.
514000	517000	Il y a des gens qui doutent encore que ce techniquement faisable n'ont été actuelles...
517000	519000	La technologie, c'est-à-dire qu'on n'aura pas de la fibre optique,
519000	521000	si tu veux, soit il y a des celles.
521000	522000	Voilà.
522000	525000	Je ne suis pas sûr que ce qui soit le plus important soit les...
525000	526000	Les taux de bambes.
526000	528000	Pas si je pense, c'est plus la latence, qui est importante.
528000	530000	Parce qu'on va de plus en plus vers tout ce qui est temps réel.
530000	532000	On veut que les choses soient en réel.
532000	534000	Ce qui est important, c'est la latence.
534000	538000	Il faut imaginer, comme je vois, Counter Strike, sauf que c'est pas ton radiateur qui calcule la vidéo.
