start	end	text
0	4000	Et bienvenue à l'apéro du Captain Well !
4000	6000	Captain Well !
6000	8000	Ouais j'ai l'apéro !
8000	11000	Ça décoiffe avec le Capitaine !
11000	13000	Salut c'est l'apéro là !
13000	21000	Salut les ponets, épisode 21 de Captain Well Ponets avec toute l'équipe au complet, une fois de plus, plus une autre personne, une personne, je ne sais pas si j'ose dire son nom !
21000	24000	Oh ! Lolita elle est là, elle est de retour !
24000	25000	Elle est déjà venue !
25000	26000	Wouhou !
26000	27000	Tu peux parler hein !
27000	28000	Et elle n'a rien à dire !
28000	31000	Ouais mais c'est pas grave, en fait elle passait ce soir comme ça, elle a dit...
31000	33000	On s'est dit, il y a eu besoin d'une potiche !
33000	35000	Salaud !
35000	39000	Et en même temps, on nous dit tout le temps qu'il n'y a pas assez de filles, on a eu beaucoup de barbus ces dernières semaines !
39000	40000	C'est vrai !
40000	42000	De poivreaux d'ailleurs !
42000	43000	On a eu une poilue !
43000	45000	On a eu des barbus cette semaine, c'est exceptionnel !
45000	46000	Je me suis pas épilée pour l'occasion !
46000	47000	Ah merci !
47000	49000	Tu le montreras à la webcam un peu plus tard !
49000	53000	Donc nous sommes le 26 janvier 2010, il est 23h, non je vais vérifier ça !
53000	54000	Minuit !
54000	56000	Oui minuit, c'est un chiffre rond en même temps !
57000	60000	Est-ce qu'on revient vite fait sur l'épisode 20 de la semaine dernière ?
60000	61000	Oui, bah oui vas-y !
61000	65000	Juste pour dire que voilà, effectivement c'était le plus long, on avait battu des records 3 heures 1 minute !
65000	68000	Alors ton père m'a dit que cette semaine ça serait un peu plus court !
68000	69000	Oui !
69000	70000	Donc ça sera un peu plus court !
70000	73000	Zapkast, ils sont revenus en vie apparemment !
73000	79000	Alors, comme ils supportent mal l'alcool, la prochaine fois qu'on les invitera, ils nous ont dit de les inviter ou un vendredi soir ou un samedi soir !
79000	80000	Pour le thé !
80000	83000	Voilà, ils n'ont pas notre résistance, on comprend, on le respecte, ce sont des choses...
83000	84000	C'est horrible !
86000	91000	Sinon voilà, oui je voulais vous dire aussi, on a un petit topic sur le forum de nos Watch !
91000	93000	Donc voilà, si vous voulez discuter, vous pouvez aller là-bas !
93000	96000	Vous nous laissez des commentaires aussi, mais bon, vous êtes des gros arraches, je sais que vous ne le faites jamais !
98000	99000	Le tour de table, non peut-être !
99000	102000	Bah voilà, j'allais le dire, tour de table, alors ton père, à toi !
102000	108000	Coucou, salut à tous nos chers auditeurs, content de vous retrouver, ainsi que vous quatre autour de cette table !
108000	113000	Alors, comme le disait le Captain Web, ce podcast est de pire en pire, de plus en plus long !
113000	115000	Plus les numéros avancent, plus le temps est long !
116000	121000	Tous les invités repartent à 4 pattes, anti-stress, ils étaient dans un état...
121000	123000	4 pattes ? Non, je crois qu'ils rampaient !
124000	125000	4 pattes, c'était les Abcast !
125000	131000	La semaine dernière, les mecs de Zabcast, qui avaient été vraiment sympas, ils n'étaient pas frais non plus en partant !
131000	134000	Alors Lolita, qu'est-ce que tu vas faire cette semaine ? Je ne sais pas !
134000	135000	Rien, quand même !
135000	138000	Autre chose, et après je passerai la parole à Manox !
138000	143000	Quacos, mon cher ami, m'avait créé un compte Twitter, sur lequel je n'ai jamais mis les pieds !
143000	146000	Mais tu as déjà 100 followers ! Plus de 100 ! 133 !
146000	151000	Hier soir, je me suis fait un petit tour quand même dessus, et j'ai effectivement 133 followers, et je figure sur 8 listes !
151000	153000	Et tu as le nom de liste ?
