start	end	text
0	2000	La vidéo de l'apéro du Capitaine Well
2000	4000	Bienvenue à l'apéro du Capitaine Well
4000	6000	Capitaine Well
6000	8000	Ouais c'est l'apéro
8000	10000	Ça décoiffe avec le Capitaine
10000	12000	Salut c'est l'apéro là
12000	14000	Salut bande de poney
14000	16000	Episode numéro 16 du podcast ce soir un peu spécial
16000	18000	Puisque nous recevons un invité en la personne de Gonzague d'ombricours
18000	20000	Salut Gonzague
20000	22000	Salut Gonzague
22000	24000	Salut
24000	26000	Tu peux parler dans le micro
26000	28000	C'est un peu chiant ce que
28000	30000	Quand on se parle on est obligé de me tourner comme ça
30000	32000	C'est un peu relou
32000	34000	Tu as un micro articulé
34000	36000	C'est exprès
36000	38000	On va pas parler disant
38000	40000	Donc qu'est ce qu'on raconte aujourd'hui
40000	42000	C'est l'épisode 16, nous sommes le mardi 15 décembre
42000	44000	J'avais marqué 23h30 sur ma fiche
44000	46000	C'est pas le cas
46000	48000	Il est plutôt minuit c'est pas grave
48000	50000	Par contre on va commencer, on fait le tour de table habituelle
50000	52000	C'est parti
52000	54000	Je commence
54000	56000	Bonsoir à tous, bonsoir à Gonzague, merci d'être venu
56000	58000	Mais salut, vous avez tous des feuilles
58000	60000	J'ai rien, j'ai aucun support
60000	62000	C'est pas grave, tu es là, c'est ça qui est important
62000	64000	Un MacBook
64000	66000	Personne n'a de MacBook à part toi
66000	68000	Alors ce soir comme d'habitude
68000	70000	Ma rubrique de LTP
70000	72000	Et on causera si Gonzague est d'accord
72000	74000	Un petit peu de billets sponsorisés
74000	76000	Mais je précise, il s'agit absolument pas ici
76000	78000	De lancer une quelconque polémique
78000	80000	C'est pas son sujet à favoriser
80000	82000	C'est uniquement de l'analytique
82000	84000	Ah d'accord, analysons
84000	86000	Moi je le fais analyser très profondément
86000	88000	Tout ce qui se passe sur le net
88000	90000	Dans un wazoff quick and deadly
90000	92000	Et j'en ai vu de la merde sur ton compte twitter
92000	94000	Il y en a de l'adoption de net
94000	96000	Voilà, et moi ce soir dans la France
96000	98000	Des chansons, il ne s'agira pas d'un musicien
98000	100000	Ni d'un artiste à proprement parler
100000	102000	Mais plutôt d'un poète, et oui
102000	104000	Puisque Albert de Mousset sera là
104000	106000	Pour compter ces poèmes
106000	108000	Qui sont sur le thème
108000	110000	De l'apéro du capitaine
110000	112000	Et je tiens à préciser quand même que
112000	114000	Juste après la rubrique de l'ordre de ton père
114000	116000	Il y aura la rubrique de l'invité
116000	118000	En l'occurrence Gonzague
118000	120000	Voilà exactement, on va parler un peu de lui
120000	122000	De ce qu'il fait, de ce qu'il ne fait pas
122000	124000	Et de ce qu'il aime refaire
124000	126000	Justement Gonzague et moi on revient
126000	128000	De la soirée LJ
128000	130000	Alors le buffet
130000	132000	Je ne me suis pas trop attaqué au buffet
132000	134000	J'ai fait simple, champagne direct
134000	136000	Je t'ai vu revenir de cette soirée
136000	138000	Avec un gros paquet
138000	140000	Si c'est moi qui t'appelle le gros paquet
