start	end	text
0	5000	Et bienvenue à l'apéro du captain well
5000	6000	Oui c'est l'apéro
6000	9000	Ça décoiffe avec le capitaine
11000	12000	Salut c'est l'apéro là
12000	18000	Salut à tous fans de HiTech, d'une expérience improbable sur le net à base de tchat roulette et de Mark Dorcel
18000	21000	Vous êtes bien à l'écoute du podcast numéro 27
21000	24000	Avec cette semaine en équipe 3 Manox
24000	26000	Ah oui merde
26000	28000	Manox n'est pas là
28000	30000	J'ai oublié d'amener les... d'apporter les...
30000	32000	Les quoi ?
32000	34000	Je savais que l'on oubliait un truc.
34000	36000	Je disais bien que l'autre a été différente dans cette cave cette semaine.
36000	38000	Effectivement, c'est pour ça.
38000	40000	Donc oui, notre ami Manox est chroniqueur.
40000	42000	Que dire, il n'est pas là.
42000	44000	Il a pris l'avion hier, il s'est barré, il n'en pouvait plus.
44000	46000	Et puis oui, son avion ne s'est pas écrasé, je crois.
46000	48000	Non, pas aux dernières nouvelles.
48000	50000	Bon, bah voilà.
50000	52000	Donc on est le mardi 16 mars, presque.
52000	54000	Bon, un quart d'heure près, on était le 16 mars.
54000	56000	On est encore en retard, comme d'habitude.
56000	58000	On tape tout de suite, comme ça, on passe à la suite ?
58000	60000	Oui.
60000	62000	Bon, alors ton père, à toi.
62000	64000	Ça roule, et toi ?
64000	66000	Ça roule.
66000	68000	Ok, c'est parti.
68000	70000	Quoi de neuf ?
70000	72000	Écoute, ça va, très bien.
72000	74000	Je note que tu as une belle casquette, ce soir.
74000	76000	Très belle casquette, on en parlera peut-être tout à l'heure.
76000	78000	Alors, on va dire à tout le monde, tous ceux qui nous suivent en direct.
78000	80000	En plus, cette semaine, on a du monde.
80000	82000	On a Cédric Bonnet, il y a Patrick Béja, qui est là.
82000	84000	Ils ne vont pas être déçus.
84000	86000	Ils ne vont pas être déçus du voyage, parce que ce soir, c'est un peu hardcore, quand même.
86000	88000	C'est le pire podcast, je crois.
88000	90000	On ne l'a jamais préparé.
90000	92000	Juste deux, trois mots vite fait.
92000	94000	Les cadeaux, les calendriers, et surtout les putains de DVDs
94000	96000	que j'ai envoyés depuis trois semaines, ils arrivent.
96000	98000	Demain, on va à la poste, on envoie tout ce bordel.
98000	100000	Jeudi, on sera chez Brachlon,
100000	102000	pour l'enregistrement
102000	104000	du podcast vidéo de la Taverne,
104000	106000	de la Fantasy Taverne.
106000	108000	On a encore quelques places pour ceux qui sont sur Paris,
108000	110000	qui veulent venir dans le public.
110000	112000	On transmettra à qui de droit,
112000	114000	vous nous envoyez un petit e-mail CaptainNet, CaptainWeb.net.
114000	116000	Juste un petit message,
116000	118000	j'en profite avant qu'on commence.
118000	120000	On a reçu un e-mail de Walter.
120000	122000	Qui connaît Walter ?
122000	124000	Il est connu.
124000	126000	Oui, il fait un podcast.
126000	128000	C'est inaudible.
128000	130000	Il m'a fait deux remarques concernant
130000	132000	le podcast 25, puisque
132000	134000	ce petit salopard est manifestement en retard.
134000	136000	Deux numéros, ce qui est mal, il faut tous les écouter
136000	138000	dans la foulée.
138000	140000	Premièrement, il m'a fait remarquer que les souris Mac
140000	142000	n'ont pas été écrits depuis des années.
142000	144000	Il paraît qu'en fait, le deuxième est planqué en dessous.
144000	146000	Effectivement, je n'ai pas de Mac, donc je ne m'en étais pas rendu compte.
146000	148000	Ça dit, pour moi, c'est la même chose, c'est pas possible.
148000	150000	Je ne peux pas, je suis désolé.
150000	152000	Une remarque dessus ? Non.
152000	154000	Et la seconde, ça concernait notre ami David,
154000	156000	qui était là, il y a deux numéros.
156000	158000	Il disait tout simplement qu'apparemment,
158000	160000	Apple, contrairement à ce qu'on disait,
160000	162000	Apple aurait signé avec un éditeur en France
162000	164000	qui serait Hachette
164000	166000	pour l'iPad.
166000	168000	Donc j'en profite.
168000	170000	Tonton, il parle de nous.
170000	172000	Alors, ton père, tu nous parles de quoi aujourd'hui ?
172000	174000	Aujourd'hui, je vais vous faire une petite rétrospective
174000	176000	sur les noms de domaines en .fr.
176000	178000	Ça s'annonce vraiment passionnant.
178000	180000	Ça va être fantastique.
180000	182000	Bravo.
182000	184000	Merci.
184000	186000	C'est tout, Lorde ?
186000	188000	Il y a des petites choses en plus.
188000	190000	Il est piqué un ou deux trucs de mes rubriques.
190000	192000	Écoute, moi,
192000	194000	le spécial,
194000	196000	je n'ai rien préparé.
