start	end	text
0	17320	Salut les trolls ! Bienvenue sur ce numéro 25 de CaptainWeb.net, l'apéro du Captain
17320	24720	le seul apéro où on picole grave à minuit. Salut tout le monde, ce soir en plus de l'équipe,
24720	32720	on a David Ogia qui nous a rejoint. Bonsoir David. Directeur artistique de Bra... Jolone. Jolone,
32720	39240	faut pas dire gueule, à chaque fois je me trompe. Maison d'édition SF, Fantasy et bien plus. On va
39240	44160	dire Fantasy et SF après. Oui voilà, c'est bien ce qu'il me semblait. Genre, c'est bien ce qu'il me
44160	52720	semblait. Il a fait un dossier de 10 pages. Ouh là, j'ai fait un dossier de 10 pages. On a ressorti
52720	59160	le casier judiciaire de David. La page ! Pour ça que ça fait 10 pages. Ok, on fait notre tour de table
59160	64640	habituelle. Pourquoi pas, Lorde ? Bonsoir à tous. Qu'est-ce que tu nous as préparé ce soir ? Rien.
64640	70080	Ah bah ça le mérite d'être clair. D'habitude tu fais au moins l'effort de faire un truc, de
70080	74720	bacler quelque chose. Ce soir comme on a un invité, on va parler livre électronique, on va parler
74720	79920	fantasy, on va parler SF, donc je me suis dit que finalement ma rubrique était de trop ce soir.
79920	85720	D'accord. La vérité c'est qu'il n'avait rien préparé du tout. C'est vrai. Ça rubrique souvent
85720	93400	de trop en même temps. Toi aussi t'as reçu ces emails ? Anonyme. Oui bah moi, classique,
93400	101560	what's up. Avant avec Manox, on a préparé une rubrique un peu spéciale. Une rubrique spéciale
101560	105560	casse d'édit de David. Exactement. On lui en a pas parlé encore. C'est une surprise. Il aura
105560	109120	la surprise tout à l'heure. Je serais pas venu si j'étais toi. Tu vas pas être déçu. Attention,
109120	114400	une rubrique interactive. Exactement. La première rubrique interactive de podcast. Exactement. Je
114440	122040	pense qu'on va innover grave là. Carrément. On est dans le mouv'. Ça va buzzer, ça va tweeter. Un what's up sinon ?
122040	126560	Et un what's up bien sûr. Un what's up sinon rien. La rubrique préférée de nos auditeurs,
126560	133440	on oblige. D'accord. Toi Manox ? Moi ce soir ça va être le quiz de Manox. Donc culture générale,
133440	141160	culture intergénérale. Sous culture générale. C'est plus ça. Un peu de tout quoi. Un peu de tout
141160	145320	et surtout de rien. Et de rien. Il y a de la bière sinon ? Il y a de la bière, il y a tout ce qu'il
145320	150480	faut. Ce soir nous avons même un peu d'alcool coréen. Que David nous a ramené sympathiquement. David c'est
150480	156000	un peu le père Noël de l'apéro. Il est venu avec les mains très chargées. Il va repartir très chargé
156000	160240	tout seul. D'ailleurs c'est lui qui avait ramené les fameuses oreilles de poney. Les oreilles de poney
160240	165560	qui sont à côté. Quelque part, je ne sais plus. Si elles sont derrière. Quand elles ne sont pas
165560	175060	sur la tête de le capitaine, elles sont derrière le capitaine. Dans le bon sens. On est désolé pour
175060	178640	tous ceux qui écoutent le podcast en diffusé. Ils n'ont pas accès à ces superbes images mais je suis
178640	183760	sûr qu'il y aura bien l'enculé pour vous. Il faudrait arriver à le scotcher sur le net. Je vais essayer de faire ça, je
183760	191000	demanderai à Babozor de me donner un tips pour le souder. Là effectivement je suis l'air d'un gros
191000	198480	con sur la webcam. Bonne nouvelle aussi ce soir, pas de messages sur le répondeur. Oui parce qu'on
198480	204040	n'a pas fait d'appel mais on aurait pu demander à ce qu'ils posent des questions. Si il y a eu un
204040	209000	appel, j'ai vu passer un appel sur Twitter. Oui, j'ai pas eu le temps de répondre en fait. Vous savez
209000	214400	quoi, vous pouvez toujours envoyer des messages à captain-web.net et juste pendant la
214400	218800	rubrique de l'invité, je regarderai si j'ai des questions pour David. D'accord. Si vous écoutez ça en
218800	221680	différé, ce n'est pas à peine d'envoyer des messages, on les aura reçus. Ça ne servira à rien.
221680	227960	Exactement. Bon, on va commencer par les actus ou pas ? Juste un petit truc, deux trois trucs. On va
227960	235400	remercier Aitae et Taé pour le cadeau de la semaine dernière. C'est Andréa qui a gagné, qui a une
235400	238880	fille. On a donc trouvé une nouvelle fille qui nous écoute. Bravo Andréa, bravo à toi qui as gagné ce
238880	242160	cadeau. On va t'envoyer ça rapidement dès que ton père aura cassé son portefeuille pour les frais
242160	248240	de port. Et sinon, on a plein de choses ce soir et Bananie va à ses magiques, qui j'ai vu,
248240	254040	c'est son anniversaire aujourd'hui. Et il a quel âge ? Je ne sais pas, tu lui demanderas, écoute. Sur
254040	257720	ça, on passe directement à l'actualité. Intro courte mais efficace. Oui.
257720	267080	Début, dépôner et internet, c'est l'actualité du web. Bon, je ne vous cache pas que je n'ai pas
267080	272040	préparé grand-chose. C'est toujours la même roguette. C'est de la merde. C'est de la faute à
272080	275760	l'ordre de ton père. Ce petit bâtard m'avait dit, attention, je prépare une rubrique super énorme
275760	281320	et tout. Surtout... Le focu. Non, non, non. Le salaud. J'ai des preuves. Menteur. Il m'avait
