start	end	text
0	12000	...
12000	20000	3ème épisode du podcast de Captain Web avec toute l'équipe au complet. Nous sommes le 9 novembre. La Kinote à Paul vient juste se terminer.
20000	22000	9 septembre.
22000	23000	J'ai dit quoi ?
23000	27000	A 2 mois après, qu'est-ce qu'on en a à battre ?
27000	35000	Effectivement, on est le 9 septembre. La Kinote vient se terminer toute l'équipe au complet et on va commencer par un petit tour de table à commencer par l'ordre ton père.
35000	37000	Qu'est-ce que tu nous as préparé, soit ?
37000	42000	Que des bonnes choses, que de la grosse fête de la grosse balouse, on va bien se marrer.
42000	44000	D'accord, c'est très précis. On passe à Manox.
44000	51000	Alors moi, j'ai un invité spécial où aujourd'hui, ça va être un mec qui fait du slam. Il s'appelle MC Katana.
51000	58000	On a à d'y être la fin de l'émission dans la France des chansons MC Katana.
58000	60000	Écoutez-moi pour le Wazov.
60000	66000	J'ai eu un truc un peu spécial. J'en parle juste au dernier moment pour pas fâcher le Captain tout de suite.
66000	71000	Ok, écoutez, on va partir sur les actualités. Si on n'a pas de plantage aujourd'hui, ce qu'il faudrait pas être le cas normalement.
71000	74000	Un, deux, trois, c'est parti.
80000	83000	Et l'actualité du web, c'est quoi ? C'est la Kino.
83000	84000	C'est qui la suivi ici ?
84000	85000	Personne, pas moi.
85000	87000	Ok, je vois que quoi, c'est comment ça a fumé.
87000	89000	Ça a senti encore le cafard ici.
89000	90000	C'est vrai.
90000	91000	J'aurai des jours.
91000	92000	C'est pas grave.
92000	95000	Ecoutez, moi, j'ai suivi la Kino, puisque je t'en dirais sur Maggité.
95000	96000	Oui, tu étais le seul à pas travailler, en fait.
96000	99000	Voilà, j'étais le seul à pas préparer le podcast puisque je t'en train de glander.
99000	104000	J'ai marché métier blanco avec plein de gens qui préjournalisent des mecs de Radio France, de LCI.
104000	108000	Et pareil, tu dépris une rebuffade du mec numérique de chez Radio France ?
108000	109000	Ah, il faut, oui.
109000	112000	Il parait que ce n'est pas drôle de parler de Steve Jobs.
112000	114000	On ne parle pas des jambourants, on se met quand deux.
114000	115000	Ça, c'est vrai.
115000	116000	C'est pas faux.
116000	117000	Tu as bien capténe.
117000	118000	T'es vraiment un mec qui manque deux fois.
118000	120000	Mais bon, sans vous là de nous, c'est personne.
