start	end	text
0	15800	Salut bande de petits salopards ! J'ai comme une impression de déjà vu, c'est un peu
15800	19920	comme si j'avais été ça il y a 10 minutes ! Comme par hasard ! Bon bref, vous êtes dans
19920	25040	le numéro 26, nous sommes… non pas le 9 mars mais le 10 puisqu'il est déjà minuit
25040	29680	et demi et fuck notre bonne résolution de faire un épisode court ! On l'a dans le
29680	42760	2, on finira pas avant 3 heures du matin ! Un numéro spécial disais-je pourquoi ? Parce
42760	51240	que Manox va nous quitter ! Donc nous appelons dès à présent tous nos amis qui auraient
51240	56880	éventuellement des épiceries voire des boutiques de savon de nous envoyer pour Manox pour son
56880	60480	séjour en prison qui va durer environ 6 mois. S'il vous plaît ! Voilà pour atteinte au
60480	65680	bonheur, il faut qu'il arrête de montrer. Je sais pas moi, je suis innocent ! Néanmoins,
65680	70760	j'ai une petite bonne nouvelle en contrepartie qui n'efface pas l'absence de Manox mais sachez-le,
70760	77400	dernière semaine de mars notre ami anti-stress sera de retour ! Et comme nous le disions il n'y a pas
77400	80480	longtemps, j'espère qu'il rapportera de l'alcool parce que là franchement, côté picol,
80480	83680	ça laisse à désirer ! Heureusement je vois d'ici les 2 bouteilles que nous avait rapportées David
84280	90480	mais elles sont vides ! Par contre je pense qu'on n'a pas suivi ces conseils, elles sont
90480	94360	peut-être pas super fraîches ! Si si elles sont fraîches ! Ah bon ? Tout va bien elles sont bien fraîches !
94360	98280	Je vous en donnera une merci bien ! Ok ok ! Bon on va refaire le tour de table,
98280	102600	pourquoi refaire ? Parce que refaire, voilà c'est tout je suis fou ! On avait un problème
102600	107400	technique mais n'en disons pas plus ! Lors de ton père ! Lors de ton père c'est lui, c'est moi,
107400	111880	nous sommes toutes oui ! C'est comme MC Katana ! Alors ce soir j'ai travaillé parce que le
111880	118400	capitaine, oh non ! Oh non mais oh merde ! Fillez moi de l'alcool ! J'ai travaillé parce que le
118400	123240	capitaine Webb m'a fait des reproches, les auditeurs m'ont dit que je bâclait mes rubriques donc ce
123240	129400	soir alors d'abord un premier petit quart d'heure où séquence copier-coller et ensuite un second
129400	133800	petit quart d'heure séquence dodo, que comme je le disais tout à l'heure pour ceux qui ne m'ont
133800	139360	pas encore entendu, j'ai eu de nombreux auditeurs, blague bis, qui m'écrivent en me disant LTP grâce
139400	144000	à toi j'ai retrouvé le sommeil ! Ce qui n'est pas mon cas parce qu'il y en a qui sont à côté de lui
144000	148920	en train d'écouter ce qu'il raconte ! Et donc ce petit côté oreiller je parlerai ce soir de la
148920	156560	balise vidéo ! Ouais donc ça veut dire du copier-coller ! Tête à merde ! Complètement ! Moi ce qui me
156560	161320	sert donc, je me répète encore une fois, le coacomtest qui était prévu sur twitter n'est
161320	167160	pas, ne va pas être fait cette semaine parce que justement je vais avoir beaucoup plus d'informations
167840	174520	concernant le produit à tester ! Est-ce qu'il est vrai que tu vas faire ton coacomtest avec madame
