start	end	text
0	5880	Et bienvenue à l'apéro du Cap'n Web ! Cap'n Web !
5880	7920	Ah, c'est l'apéro !
7920	11440	Ça décoiffe avec le Cap'n Web !
11440	12760	Salut, c'est l'apéro, là !
12760	16400	Salut à tous, bande de connards ! C'est l'épisode numéro 13 de Cap'n Web.net !
16400	20520	Toute l'équipe au rendez-vous ! Plus une personne, ce soir, puisque nous accueillons Antistress !
20520	21880	Bonsoir !
21880	25480	Voilà, donc il va venir nous parler avec l'ordre de ton père de la neutralité de net.
25480	28000	Mais je vais laisser à l'ordre de ton père...
28040	28680	Et oui !
28680	31080	Qu'ai-on de nous annoncer tout ça lors d'un petit tour de table ?
31080	32000	Explique-nous !
32000	36640	Le petit tour de table, effectivement, ce soir, le sujet, c'est la neutralité du net.
36640	39520	Comme je n'étais pas tellement prêt, puis que je maîtrise mal le sujet,
39520	44440	je me suis dit, je vais inviter un spécialiste, Antistress, qu'on vous présentera tout à l'heure.
44440	45600	Bonjour, Antistress !
45600	46840	Tu peux se présenter tout de suite, remarque ?
46840	47600	Pas tout de suite !
47600	48960	Pas tout de suite, moi qui ai ça secret, alors.
48960	50600	Moi, j'aurai une question pour Antistress, après.
50600	51840	Ah bon ?
51840	57520	Oui, donc moi, c'est juste du was-off classique, deadly was-off, quick and...
57520	59360	Mais efficace !
59360	60360	Voilà, c'est le principal.
60360	61680	Manox, un petit invité sympa ?
61680	64760	Ah oui, alors ce soir, c'est la France des chansons.
64760	66040	Oh, ça promet !
66040	69920	Avec un petit invité qui s'appelle Patrice Dolmes, c'est lui.
69920	70880	Patrice Dolmes ?
70880	71440	Voilà, Patrice Dolmes.
71440	72160	T'as dit quelque chose ?
72160	72960	Oh, je ne sais pas.
72960	75880	Et donc, il va nous interpréter une de ses meilleures chansons,
75880	78080	c'est une sorte de poète, un artiste des temps modernes.
78080	79360	Oh, cool !
79360	81720	Attention, il a quand même un gros ego, accrochez-vous.
81720	83400	Ah, bon, bon, on s'accroche, alors.
