start	end	text
0	4000	Et bienvenue à l'apéro du Captain Whale.
4000	6000	Captain Whale !
6000	8000	Ouais j'ai l'apéro !
8000	11000	Ça t'écoiffe avec le Capitaaaaaale !
11000	13000	Salut c'est l'apéro là !
13000	15000	Eh ouais salut à tous bande de poneys !
15000	17000	Épisode numéro 30, un numéro exceptionnel !
17000	20000	30, on a tenu jusqu'à faire 30 épisodes.
20000	22000	Alors le 30ème c'est sans Manox malheureusement,
22000	25000	puisqu'il est toujours en train de se branler les couilles à New York,
25000	28000	on se m'emmène, mais par contre, mais là je vais laisser leur topère l'annoncer !
29000	31000	On a un super invité surprise, David !
31000	32000	Oh salut !
32000	33000	Salut David !
33000	34000	Re-salut !
34000	37000	Re-salut donc David qui était déjà avec nous au numéro 25 de Brajlone.
37000	38000	Et je suis venu squatter.
38000	39000	Voilà il est venu squatter.
39000	41000	On y est bien dans la cave.
41000	43000	Et surtout vu tout ce qu'il a amené à bouffer et à boire,
43000	45000	je peux vous dire qu'on va y être très très bien.
45000	46000	J'ai déjà plus faim.
46000	47000	Moi c'est pareil.
47000	49000	Bon alors on est combien aujourd'hui ?
49000	52000	On était le 6, alors c'est important pour la suite,
52000	54000	on était le 6, maintenant on est le 7.
54000	55000	Voilà on est le 7.
55000	59000	Donc il n'est plus 23h30, il est presque minuit et demi.
59000	61000	On a eu quelques plus problèmes techniques pour commencer,
61000	64000	donc une grosse merde sur le direct pour t'inchat,
64000	66000	mais ça tourne quand même.
66000	69000	Alors on va peut-être faire un petit tour à table comme d'habitude.
69000	71000	On va commencer par l'ordre de ton père.
71000	73000	On commence par l'ordre de ton père.
73000	75000	On finira peut-être aussi par lui.
75000	80000	Ce soir j'avoue que ça a été difficile de préparer son sujet et sa rubrique.
80000	82000	Rassurez-vous, il y aura quand même une rubrique.
83000	86000	J'ai eu des petits problèmes d'inspiration, mais rassurez-vous.
86000	89000	Alors on va causer ce soir, et gastrique,
89000	94000	on parlera un peu de Google parce que j'aime bien parler de Google, ça m'occupe.
94000	97000	Et on va parler aussi un peu de l'iPad et on va lancer le débat.
97000	100000	Et ça tombe bien David que tu sois là ce soir.
100000	102000	L'iPad va-t-il sauver la presse papier ?
102000	105000	J'ai senti que t'allais parler de ça, c'est pour ça que je suis venu en fait.
105000	106000	Et t'as bien fait.
106000	107000	Quel flair.
107000	108000	Je vous laisserai parler.
108000	111000	Et donc tu sentais que j'allais parler de cordes à sauter ce soir David ?
112000	113000	Oui, je suis venu aussi.
113000	115000	Je prends la corde à sauter et l'iPad.
115000	116000	Voilà, exactement.
116000	119000	C'est pour quand le débat sur Edirunter ?
119000	120000	Bientôt.
120000	122000	Bientôt, c'est une bonne idée.
122000	123000	C'est un bon débat.
123000	128000	Bon, en ce qui me concerne ce soir, deux petites rubriques.
128000	132000	Un petit quoi qu'on teste, comme promis, et bien sûr le fameux What's Off.
132000	138000	J'ai eu beaucoup de spams sur mon e-mail depuis la semaine dernière quand même.
138000	146000	Je ne sais pas pourquoi les gens ont qualifié mon What's Off de hardcore la semaine dernière.
146000	147000	Je n'ai pas compris.
147000	148000	Mais ça a beaucoup plu.
148000	150000	Ce qui a plu en effet.
150000	153000	D'ailleurs étrangement, je sais pas si tu as suivi un petit peu sur Twitter.
153000	159000	Ce qui était assez marrant, c'est que plus on me disait que mon What's Off était hardcore,
159000	162000	moins il y avait de Flow Friday.
162000	166000	Les gens avaient un peu honte, si tu veux, de dire suivez Quacos.
166000	167000	Genre je le suis.
167000	168000	Mais de loin.
168000	169000	Quand même.
169000	173000	J'ai fait un petit test aussi tout à l'heure sur Twitter.
173000	175000	Je ne sais plus, vers 21h, quelque chose comme ça.
