start	end	text
0	17680	Salut bande de losers, bienvenue sur l'apéro n°19, le podcast high-tech le plus improbable
17680	22960	que vous puissiez trouver sur internet et on est tous là ce soir, et on a un invité,
22960	26160	exactement, j'allais le dire, et nous avons Antistress, le retour d'Antistress, le retour
26160	27160	de l'aventure.
27160	28160	He's back !
28160	29160	Rebonjour !
29160	30160	Rebonjour !
30160	31160	Salut Antistress !
31160	32160	Je vois que les gens commencent à partir du tchat !
32160	33160	Non non !
33160	36720	Lorsque ton père fait nous peur tout de suite, on va parler de la neutralité du net ?
36720	37720	Non !
37720	39440	Ce soir c'est moi qui fais toutes les rubriques !
39440	42560	Ah j'adore, je vais pouvoir partir et dormir plus tôt, yes !
42560	46160	Alors est-ce qu'il est 23h30, c'est ce que comme d'habitude sur un fichier il y a marqué
46160	47160	23h30.
47160	48160	23h45.
48160	51160	Ouais, on est presque à l'heure aujourd'hui, faut pas trop se plaindre.
51160	55480	Donc on a dit qu'on recevait notre ami Antistress ce soir, on va faire un petit tour de tape
55480	56480	comme d'habitude.
56480	59200	On commence par LTP par Antistress, qui vont nous dire de quoi ils vont nous parler ?
59200	65040	Non, je vais causer ! Bonsoir à tous, ravi de vous retrouver, ravi de retrouver mon
65040	70680	excellent ami Antistress, avec qui je reviens d'une petite conférence auquel était invité
70680	74640	Richard Stallman pour sa biographie autorisée, mais Antistress va nous en parler tout à
74640	75640	l'heure.
75640	78280	Je vais même vous montrer le livre pour ceux qui nous suivent en direct.
78280	82200	Et je l'avais promis comme bonne résolution pour cette nouvelle année, que ce serait
82200	86640	janvier serait l'année de la raclette, c'est-à-dire ça va être très lourd.
86640	91640	Préparez bien vos oreillers, vos édredons, ça va bientôt commencer.
91640	92640	Manox ?
92640	97840	Ouais, alors moi ce soir, pas d'invités, et oui exceptionnellement, j'inaugure une
97840	98840	sorte, en quelque sorte, une nouvelle rubrique.
98840	101040	Nouvelle rubrique ? Celle dont tu nous avais parlé l'année dernière, tu nous avais dit
101040	102040	qu'il y aura de nouvelles choses dans la vidéo.
102040	107440	Voilà, alors ça va être pas très long et on va parler un peu des weblogs, mais attention,
107440	111840	des weblogs qu'on ne connaît pas et que personne ne veut connaître, et voilà, qu'on
111840	112840	ne connaîtra jamais.
112840	114920	Ouh, ça a l'air intéressant tout ça.
114920	115920	Bah oui.
115920	119680	Et écoute, moi aussi, pour l'année 2010, je vais avoir une nouvelle rubrique, qui
119680	121200	sera une rubrique cinéma.
121200	126480	Et oui, bien sûr, il y aura toujours du was-off, parce que je ne m'aurai pas inquiété nos
126480	127480	auditeurs.
127480	131120	Le was-off sera toujours là, mais un petit plus, c'est la rubrique cinéma.
131120	132120	Bon, bah dis donc.
132120	135040	Et toi, toujours ta bonne vieille rubrique des actus ?
135040	138320	Bah oui, comme tu m'avais dit, ils m'ont demandé sur le chat si Katsuni allait être enfin
138320	139320	invitée.
139960	142400	Ah, écoute, il faudrait que je l'invite, peut-être.
142400	144560	Ah bah je pense qu'il faut carrément que tu l'invites, oui.
144560	145560	Les deux sous de 4 sous.
145560	146840	Les deux sous de 4 sous.
146840	148360	Et donc, anti-stress, tu nous parles de quoi ?
148360	152600	Alors moi, j'ai été invité pour parler des logiciels libres et je vous en remercie
152600	154760	et je souhaite bon courage aux auditeurs.
154760	155760	Ah.
155760	159360	Je vois qu'ils commencent à être pleurants en direct sur leur caméra, mais c'est pas
159360	160360	grave.
160360	163160	Tu nous parles de quoi comme logiciels libres ? Tu vas nous donner un avant-goût, ou ?
163160	164160	Non.
164160	165160	Bon, ça sera donc la surprise !
165320	168320	Est-ce qu'il y aura du beugle ?
168320	169320	Ça va être très chiant.
169320	170320	La nouveauté des trucs ?
170320	172320	Aucune nouveauté que du chien.
172320	173320	C'est sympa.
173320	175320	Ça va perdre certaines personnes, en tout cas.
175320	178680	Bon, ok, maintenant qu'on a fait un tour de table rapide, on va peut-être parler vite
178680	179680	fait de deux, trois choses.
179680	184080	Déjà, on va vous parler du concours en ce moment sur notre site, captenoway.net.
184080	187920	Il y a un superbe nasse offert par LG à gagner.
187920	188920	Oh la chance !
188920	191720	Donc là, pour l'instant, il y a presque 200 participations.
191800	197520	À 400, on m'a promis une valise de billets, donc on vous invite tous à aller voter dessus.
197520	201160	Il suffit de laisser un commentaire, donc c'est relativement simple.
201160	203880	Même les personnes qui ne savent pas écrire devraient pouvoir participer, pratiquement.
203880	204880	Et comment qu'on gagne ?
204880	205880	Ah oui, comment qu'on gagne ?
205880	206880	Tu laisses un commentaire.
206880	208880	N'importe quoi, une insulte, une photo de poney.
208880	212200	Et alors, tu sélectionnes le meilleur commentaire, tu sélectionnes un nom au hasard ?
212200	214720	Non, alors en fait, on fait ça au hasard, ou presque au hasard, parce que c'est un
214720	217000	nom de son ou qui va gagner, mais on cachera le nom de la personne.
217000	220000	Est-ce qu'il y aura un tirage au sort, Capten Web ?
220280	223360	Oui, en fait, j'ai longtemps réfléchi, parce que je suis quelqu'un qui réfléchis beaucoup.
223360	228120	Ce qui va se passer, c'est que vendredi soir à minuit pile, on va arrêter les commentaires,
228120	231080	donc vous avez intérêt à vous grouiller et de laisser un message, surtout pour ceux
