start	end	text
0	12000	...
12000	17000	Camarabdi, knair, c'est bienvenue dans le 10ème épisode de Capitaine, avec toute l'équipe au complet.
17000	23000	Alors nous sommes le mardi 27 octobre 2009, il est beaucoup plus que leur prévu à l'origine,
23000	26000	puisqu'il y a où on est presque minuit, suite à une diverse problémétique.
26000	29000	Que les personnes qui goutront ce podcast plus tard ne collèteront jamais.
30000	32000	Qu'est-ce qu'on fait ?
32000	35000	On va commencer par un petit tour de table, elle est comme d'habitude, avec leur ton père.
35000	41000	Bonsoir à tous, ce soir, on va parler Adopi, mais on va essayer de faire ça un petit peu rigolo,
41000	45000	on va pas se plaindre sur le fait, c'est juste, c'est pas juste, on va essayer de comprendre comment ça marche.
45000	47000	Une choix est déjà biète.
47000	48000	Qu'est-ce que ça ?
48000	53000	Oui, moi c'est du Wazaf, Quick and Deadly, tout simplement, plein de petits rubriques, plein de petits Wazafs.
53000	54000	Ça part.
54000	56000	Vous trois que je t'ai passé, je crois que ça va être...
56000	57000	Mythique.
57000	59000	Exactement, ça va être assez sympa.
59000	60000	Manox.
60000	63000	Alors moi ce soir, c'est le professeur Fionthus qui va revenir.
63000	67000	Et oui, ça faisait longtemps, il nous manquait, dans la rubrique scientifique, bien sûr,
67000	70000	avec une machine qui l'a inventée, je vous dis que le nom.
70000	75000	Et pour vous donner envie à un écouter de Rèsus Calafin, pour découvrir la Morphobisou.
75000	77000	Voilà, tout le monde.
77000	81000	Que le concepteur du capillet du professeur, vous pouvez tous vous barrer comme d'habitude.
81000	83000	C'est le charbon monsieur...
83000	86000	On va demander à notre sysop préférer leur tomper, il y a du monde ce soir.
86000	87000	Oui, beaucoup de monde.
87000	90000	C'est la première fois qu'il y a autant de personnes, en même temps, sur le chat.
90000	94000	Nous sommes 53, puisque Jean-Leif, Captain Web est moi-même.
94000	97000	Oui, alors maintenant on est 52, maintenant que tu as parlé, ça a diminué.
97000	99000	Oui, il n'y a que c'est cassé.
99000	103000	Avant de commencer l'actu, on va faire peut-être un petit tour de l'actualité de Captain Web.
103000	104000	Ah !
104000	106000	A commencer par PPI !
106000	107000	A bon ?
107000	108000	Oui.
108000	110000	Il n'y a pas de 3 trucs à nous dire dessus, quand même.
110000	111000	De 3 trucs à dire sur PPI ?
111000	113000	Bah oui, il n'y a pas prévu.
113000	114000	Tu veux que tu veux savoir quoi ?
114000	117000	Bah écoute, peut-être que tu n'y as même pas du nombre de téléchargements,
117000	118000	parce que je crois que tu es habé tu d'accord ?
118000	121000	L' nombre de téléchargements, on est encore l'enseignement, parce que c'est le premier.
121000	125000	Mais c'est assez sympathique, comme chiffre...
125000	129000	Son que les chiffres officiels, l'avesseur, parce que PPI déjà piraté, un peu partout.
129000	130000	C'est pas vrai.
130000	134000	Si si, j'ai repéré plusieurs serveurs, sans lequel on pouvait télécharger PPI,
134000	136000	qui n'ont rien à voir avec moi-même.
136000	139000	Mais de ce qu'il y a été dénombré, de ce que je peux démonrer,
139000	142000	on était aujourd'hui plus de 300 téléchargements.
142000	143000	Ah quand même !
143000	145000	Donc c'est pas mal hein, c'est plus que le podcast.
145000	146000	Effectivement.
146000	147000	C'est pas mal, c'est pas mal.
147000	148000	Vous savez ce qui vous reste à faire ?
148000	150000	Pari du podcast pour combat de PPI bordel !
150000	152000	Ah bon, attention, on va essayer bien, ça c'est les frères.
152000	153000	Ça l'agraire !
153000	154000	Oui, c'est l'agraire.
154000	157000	Enfin voilà, donc deuxième petite news, comme prévu, normalement,
157000	159000	le PPI numéro 2 va sortir.
159000	163000	Le 7 novembre, si mes collègues m'ont rendu leur travail à temps.
163000	165000	Et j'espère que le mois de mois d'après novembre,
165000	167000	en décembre, il y aura un PPI spécial Noël.
167000	170000	Oui, il y a un PPI spécial Noël avec une grosse surprise.
170000	175000	Là, je le suis en contact avec une grosse boîte américaine localisée en Ukraine.
175000	177000	Je vous en parle là.
177000	178000	Voilà, dès lors.
178000	179000	Ça prend même.
179000	180000	Ça prend même.
180000	182000	Ben écoutez, fantastique.
182000	185000	Si on vient ici, on va remercier Walter du Walter.
185000	187000	Oui, Clechon, il avait payé un petit truc sur nous.
187000	190000	5U Walter, qui avait parlé nous dans son épisode numéro 13.
190000	191000	Très sympa, le petit montage.
191000	193000	Voilà, qu'il avait choisi nettement les meilleures moments.
193000	194000	À la 8ème minute.
194000	196000	Oui, alors ton père est très au courant.
196000	198000	Il s'est écouté 15 fois, exactement.
198000	201000	Voilà, sinon, on a fait une petite refondre graphique sur le site
201000	202000	que vous avez dû avoir le cas de nouveau.
202000	204000	Et vous nous avez défonsé le serveur de l'Espène dernière.
204000	207000	Puisque 40 gigates échargément en 4 heures,
207000	208000	ça passe pas du tout.
208000	209000	Hello.
209000	210000	Le serveur a pris feu.
210000	211000	On a été obligé d'en changer.
211000	212000	Oui.
212000	213000	Donc, il y a pas sur ça, ça va être un peu tout.
213000	216000	On va commencer sur l'actualité AIPACRE de la semaine.
216000	218000	Avant de passer.
218000	219000	À la suite.
219000	220000	Ok.
220000	221000	Ok.
221000	222000	Pas les deux.
222000	225000	Des buts, des bonnets et internets.
225000	228000	C'est l'actualité du web.
228000	229000	Oui.
229000	231000	Alors cette semaine, ça va surtout être l'actualité des OS
231000	233000	parce que je vous parlais du Windows 7.
233000	234000	Ah.
234000	236000	En cette semaine, il y avait deux gros trucs à Paris.
236000	237000	C'était la sortie du Windows 7.
237000	238000	Ouais.
238000	239000	Et il y a une oeuguration de surcouffre.
239000	240000	Il y a une oeuguration de surcouffre.
240000	241000	J'étais.
241000	242000	Ah, tu es, tu es.
242000	243000	Et je suis passé surcouffre.
243000	244000	Je voulais m'acheter.
244000	248000	Je voulais voir les prix de ce que je m'achete à un discuteur externe.
249000	251000	Et je me suis dit je vais passer quand même voir surcouffre.
251000	254000	Donc tu as vu la météorigeante qu'ils aient foutu de vent ?
254000	255000	Ouais.
255000	256000	C'était fantastique.
256000	257000	C'est fantastique.
257000	258000	C'est du design.
258000	259000	Mais parlons un peu de Windows 7.
259000	261000	Alors tout le monde est au courant que Windows 7 est sorti.
261000	262000	Ouais.
262000	264000	Il y a eu une énorme campagne marketing sur le bordel.
264000	267000	9 spot TV qui ont déjà été détourné 15 000 fois.
267000	270000	1400 jouets de démonstration à travers la France.
270000	271000	Wow.
271000	273000	Je suppose que vous avez tous au moins participé à une journée de démonstration.
273000	275000	Bien sûr que vous pouvez.
