start	end	text
0	19020	Et voilà, 17ème épisode et c'est un épisode de Noël, donc comme d'habitude, vous écoutez
19020	21920	l'apéro du capitaine, nous sommes le combien aujourd'hui ? J'ai même pas noté.
21920	22920	Le 22 décembre.
22920	23920	22 décembre.
23920	24920	Oui, juste avant Noël.
24920	28760	Juste avant Noël, les rois mages sont déjà ici et on m'a dit que le père Noël serait
28760	33360	peut-être présent, ou au moins par téléphone, donc ça reste à préciser.
33360	38040	Par quoi on va commencer ce soir ? Déjà on va vous dire bonjour à tous parce que ceux
38040	41640	qui nous écoutent pas en direct ne le savent pas, mais en direct nous avons une centaine
41640	43680	de personnes, peut-être un peu moins quand même 80.
43680	44680	Bonsoir.
44680	49200	Salut à tous sur le chat, alors on va commencer par le petit tour de table habituel en commençant
49200	50880	par l'heure de ton père, qu'est-ce que tu nous as préparé ce soir ?
50880	54720	Bonsoir à tous, bonsoir à tous nos fidèles auditeurs, alors ce soir je vais vous parler
54720	58400	de Google, parce que j'aime parler de Google, et je vais vous parler un petit peu d'avatar
58400	62640	parce que j'étais au cinéma spécialement pour vous ce week-end, le week-end dernier,
62640	65760	et on va faire également un vrai ou faux, et toi cher Quacos ?
65760	69160	Tu en fais beaucoup des vrais ou faux je trouve en ce moment, c'est la solution de facilité
69160	70160	ça, un petit ardure.
70160	72240	Comment préparer son truc en 10 minutes ?
72240	73240	C'est faux.
73240	74240	Ah bon ?
74240	75240	Un quart d'heure.
75240	80800	Bon écoute, moi ce qui me concerne c'est du was-off, pur et dur, avec des petites perles
80800	86440	cette semaine, comme d'habitude, alors beaucoup de gens me demandent quelles sont mes sources,
86520	90920	ou est-ce que j'arrive à avoir autant de trucs bizarres en si peu de temps ?
90920	96320	Écoute, on m'a dit qu'il y avait une usine à caca sur Twitter, qui te fournissait la
96320	97640	plupart de tes liens, est-ce que c'est faux ?
97640	100280	Je crois que c'est moi l'usine à caca sur Twitter, mais c'est pas grave.
100280	101280	Manox ?
101280	105280	Alors moi ce qui me concerne ce soir c'est les mystères de l'étrange, avec effectivement
105280	109080	un invité très spécial, puisqu'il va pas être là, il va pas venir, mais on va pouvoir
109080	115000	l'appeler en direct live, et attention ce n'est pas n'importe qui, Santa Claus, alias
115000	116000	lui-même !
116000	119840	Oui, le père Noel, papa Noel sera là, alors je tiens à dire aux auditeurs, qu'ils peuvent
119840	123600	appeler, que c'est bien l'intérêt, c'est que là, contactez-le, appelez le père Noel,
123600	128880	demandez-lui des cadeaux, donc via Skype, et donc voilà, donc LTP ou...
128880	130800	Il y en a qui ont déjà demandé en avance.
130800	133720	Ah bah très bien, bah écoutez, ils sont en les bienvenus, voilà, ils seraient là pour
133720	136480	vous écouter, alors vous vous demandez sur le chat LTP ou Capitaine Webb, comment faire,
136480	137480	et puis tout se passera.
137480	140440	Bah écoute, on verra, on en sera arrivés là.
140440	144520	Juste un petit retour sur le numéro de la semaine dernière, on avait donc Gonzague qui
144520	148880	était invité, ça a été un bon numéro, on a eu pas mal de retour dessus, de votre
148880	151160	côté, qu'est-ce que vous avez des trucs à dire dessus, rien ?
151160	152160	Non, je ne sais pas.
152160	155720	Une seule chose à dire dessus, c'est qu'il n'a pas fait de billets sur son blog sur nous.
155720	156720	Alors, tur capitaliste !
156720	164840	Peut-être, aurions-nous le payé un petit peu, quoi, tu aurais peut-être dû sponsoriser
164840	165840	son billet, quand même.
165840	170160	Mais je l'ai fait un chèque à la fin de l'épisode, comme c'était prévu, on avait
170160	173960	dit, 5000 euros et un repas au McDo.
174440	178480	Étrangement, il a pris le chèque, mais il n'est pas venu avec nos McDo.
178480	180640	Ah putain, je ne comprends pas pourquoi vraiment.
180640	181640	Oh, on dit des bêtises.
181640	187440	Bon ok, sinon donc, ce soir numéro spécial noël, on a un petit cadeau pour vous, est-ce
187440	190360	qu'on en parle tout de suite, ou est-ce que je ne sais pas ce qui est prévu exactement ?
190360	193560	Tu peux en parler tout de suite, mais il va falloir attendre la fin de l'émission pour
193560	195280	savoir comment gagner le cadeau.
195280	199680	Ok, donc je vais vous parler du cadeau, c'est Altaï qui nous l'offre, c'est Sofiane en
199680	200680	fait.
200680	208040	Sur Twitter, vous le retrouvez à aiteae, donc c'est son compte, twitter.com slash aiteae.
208040	212160	Et donc le cadeau, c'est quoi ? C'est une boîte de jeu, carrément ouf, le plus beau
212160	215840	cadeau qu'on ait jamais eu, quoi ! Il est ouf, la boîte de jeu, Lord of the rig online,
215840	218080	attention, avec la première extension et un mois d'abonnement gratos.
218080	219080	C'est pas mal, hein.
219080	221400	C'est pas de la merde, et donc il va falloir attendre un petit peu la fin de l'émission
221400	223800	pour savoir comment vous pourrez gagner ce fantastique cadeau.
223800	227480	Je vais vous dire, il va falloir saigner pour l'avoir, parce qu'ici on n'offre pas
227480	229800	rien pour rien, autant vous le dire tout de suite.
230560	235520	Tant qu'à faire, si celui qui gagne vous fera un article, un petit test, on pourra
235520	237320	le passer sur le blog, pourquoi pas.
237320	240520	Et puis il y a aussi plein d'invitations Google Wave à gagner, mais tout le monde en
240520	244000	a déjà, donc personne n'en a rien à foutre, mais au cas où, vous pouvez toujours laisser
244000	245000	un message pour l'avoir.
245000	246720	Donc il n'y a pas de répondeur ce soir ?
