start	end	text
0	11400	Et bienvenue à l'apéro du Cap'n Noël, ah c'est l'apéro, ça décoiffe avec le Capitaaaaaaal !
11400	12600	Salut c'est l'apéro là.
12600	17200	Et voilà bande de petits salepards, je l'avais déjà fait de celle là mais c'est pas grave on l'a refait quand même.
17200	23600	C'est parti pour l'épisode 28, un épisode exceptionnel puisqu'on est déjà à moitié bourré avant même d'avoir commencé, je crois que c'est la première fois.
23600	29200	Alors ce soir pour ce mardi 23 mars, dirais-je même mercredi 24 ?
30000	32000	Minuit passé, voilà c'est fini.
32000	34000	Ça y est, moi j'y vais.
34000	37000	Alors Manox n'est toujours pas là, il n'est pas revenu, il est toujours en train de...
37000	39000	Attends, attends, petite la merde !
39000	41000	Ah bah il est présent !
41000	43000	C'est fantastique !
43000	45000	La p'tite de merde !
45000	46000	Génial !
46000	48000	Ah bah on va se sentir moins seul ce soir.
48000	51000	Mais c'est parce qu'on est nombreux en fait ce soir, on est 5 malgré tout.
51000	58000	Parce que déjà Manox a été remplacé par notre chroniqueur extrême, chroniqueur comme dirait certaines personnes.
58800	59800	Dans nos commentaires.
59800	61800	C'est bon Manox, ça suffit.
61800	63800	Antistress, le retour.
63800	64800	Bonsoir tout le monde.
64800	65800	Il est encore en vie.
65800	67800	Il est pas encore bourré.
67800	69800	J'ai pas fini ma cuillère de la dernière fois.
69800	72800	Il vient juste de dessouler pratiquement, il est revenu directement ici.
72800	74800	Selon ton père !
74800	77800	C'est bon Manox, on va te couper ta boîte à son.
77800	82800	Et puis surtout nous avons Michael Bechler, je le prononce à l'alsacienne.
82800	83800	Comme tu veux.
83800	84800	Tu me dis.
84800	86800	Attention on parle bien dans le micro, c'est important.
87600	89600	Comme si tu l'embrassais.
89600	92600	Donc qui est là en tant qu'invité, qui va nous parler un peu de ce qu'il fait.
92600	95600	De son voyage au Canada et des nombreux petits alcools qu'il nous a rapportés.
95600	97600	Voilà voilà.
97600	99600	Ouais mais y'a déjà plus rien, on a déjà tout bu.
99600	101600	Ouais mais attends, y'a nos réserves à nous.
101600	103600	C'est parce que t'en as pas apporté assez.
103600	106600	Y'a une petite bouteille d'alcool coréen que David a laissé de la dernière fois et qu'on devrait peut-être entamer aussi.
106600	108600	Ah non mais s'il faut mélanger le Canada et le Coréen.
