start	end	text
0	12000	Et bienvenue à l'apéro du CAPTAIN WELL, ça décoiffe avec le CAPTAIN WELL !
12000	18000	Eh oui, une semaine de plus, le numéro 34 il est là vous l'avez attendu 7 jours c'est
18000	20880	incroyable, peut-être même un peu moins vu qu'on l'a foutu super en retard la semaine
20880	21880	dernière.
21880	24960	Nous sommes donc le mardi 18 mai si je ne me trompe pas, et nous sommes non seulement
24960	26640	au complet mais plus qu'au complet nous sommes 5 !
26640	27640	Ah ouaiiiiis !
28280	30280	Car nous avons un invité en la personne de...
30280	31280	Yeti !
31280	32280	C'est moi !
32280	35640	Voilà Yeti, est-ce qu'on le présente tout de suite, on attend un peu ?
35640	36640	On attend un petit peu !
36640	43440	D'accord, on attend un petit peu ! Donc il est plus le 18 mai en fait, il est un peu
43440	47960	plus tard que minuit, on va faire un tour de table rapide et puis on va passer aux actus
47960	51280	comme d'habitude, on commence le tour de table par l'ordre de ton père.
51280	56160	Coucou Yeti, salut les amis, alors ce soir on va causer un tout petit peu euphone mais
56160	60320	vraiment pas longtemps, et ensuite ce sera rubrique ferroviaire.
60320	65880	Ha ha ha, ça va très bien, sortez les coussins vous en avez eu !
65880	70920	Alors pour la rubrique euphone je vous donne quand même un tout petit indice, je vais
70920	75160	vous parler d'une nouvelle application pour euphone et juste après l'avoir utilisé
75160	76720	une seule solution, faire du vélo !
76720	77720	Ah !
77720	81280	Alors tu sais que les deux applications dont tu parles, je pense que j'en parle et ce
81280	83800	soir mais bon c'est pas grave, on passera dessus, ça fera une rubrique actuelle moins
83800	84800	longue.
84800	85800	Quacos ?
85800	90080	Oui bah moi un classique wasov que je n'ai eu à peine le temps de préparer mais c'est
90080	91080	pas grave.
91080	92080	Voilà, c'était rapide.
92080	93080	À toi Monox.
93080	94080	Mais ce sera dégueulasse.
94080	96320	Il y a un petit peu de dégueulasse quoi.
96320	100280	Et pour moi ce soir c'est bien ça va être le grand retour d'un vieux monsieur qui
100280	105560	vient nous montrer une de ses dernières trouvailles, une créature exceptionnelle n'est-ce pas,
105560	109600	puisque ce soir ce sera, il y aura dans la rubrique scientifique le grand retour du
109600	110600	professeur Fiantus !
110600	111600	Ah !
111600	112600	Et oui voilà !
112600	113600	On l'attend avec impatience !
113600	114600	Au secours !
114600	115600	Au secours !
115600	118240	Bon bref et précisons qu'entre temps il y aura quand même la rubrique de l'invité.
118240	119240	Ok bah écoute tant mieux.
119240	121240	Alors vite fait avant de...
121240	122240	Et de quoi va nous parler l'invité ?
122240	123240	On en parle ?
123240	124240	Est-ce que l'invité parle ce soir ?
124240	125240	Ah non ?
125240	126240	Je sais pas, il me faut l'autorisation.
126240	130240	Ah bah non mais tu parles quand tu veux.
130240	133840	Ouais bah moi en fait j'étais invité parce qu'il ne trouvait plus personne en fait pour
133840	134840	venir.
134840	139240	Il a fait pas mal de mauvaises pubs pour l'apéro pour dire que surtout il ne fallait pas venir
139240	140240	alors bon.
140240	143040	Comme je les connais depuis longtemps ils m'ont menacé et je suis venu donc je vais vous
143040	144040	parler ce soir...
144040	146080	Rubrique scientifique aussi.
146080	147080	Mais sérieux ?
147080	152000	Mais sérieux voilà parce que beaucoup de personnes s'est plaint que l'ort de ton père maintenant
152000	153000	bâclait ses sujets.
153000	154000	Oh bah pas du tout.
154000	157680	Et que plus personne n'arrivait à dormir correctement donc je viens l'aider un petit
157680	162640	peu pour bien entamer une bonne nuit ce soir pour enfin ou plus tard pour ceux qui...
162640	163640	Mais de quoi que tu vas causer ?
163640	166760	Je vais vous parler de théorie d'évolution.
166760	167760	Wow !
167760	169760	Attends, passe ton programme.
169760	171760	Et des mèmes voilà.
172480	175640	Alors je vous rassure tout de suite, ça n'a rien de sexuel donc si ça ne vous intéresse
175640	179280	pas vous pouvez arrêter tout de suite et revenir quand il y aura le was-off.
179280	182240	Oui mais justement pendant le was-off il y aura plein de trucs de cul, même avant on
182240	185520	était déjà avec quelqu'un en train de dormir, nous avons battu notre corps.
185520	190000	Et on parle de trucs de cul, bon on en parlera un peu plus tard.
190000	193720	On va y venir, on va déjà parler un peu des dons puisque la semaine dernière nous
193720	197480	avions demandé de raquer un peu votre race et curieusement certains d'entre vous l'ont
197480	198480	fait.
198480	199480	Est-ce que l'auditeur a raqué ?
200480	201480	Et nous vous remercions !
201480	202480	Merci !
202480	205280	On n'est pas encore arrivé, autant vous le dire tout de suite, ça serait bien de
205280	209760	continuer à un peu sortir les cartes bleues parce qu'à ce rythme-là on n'est pas
209760	212600	arrivé tout de suite, on aimerait bien partir en vacances au tropique plus vite que prévu
212600	214640	mais on va quand même remercier tout le monde parce que vous avez été nombreux
214640	215640	à vous donner.
215640	219720	Alors un grand merci on va qu'on sait par Francisco qui a carrément cassé son livret
219720	220720	à Francisco.
220720	221720	Merci.
221720	225600	Ensuite on va y aller, il y a Anthony qui nous a filé de la thune aussi, il y a notre
225600	230800	ami David que vous connaissez, ensuite je cite dans l'ordre Fabrice, Alban, Bastien,
230800	242040	Robert, Roda, Guillaume, Olivier, Nicolas, Sylvain, Mohand et Jérôme et c'est qui
242040	247600	celui qui a laissé un commentaire sur le CaptainWeb.net pour dire qu'il avait piqué
247600	248600	la carte bleue de sa mère ?
248600	249600	Oh la salope !
249600	253400	Je crois que c'est Calvin si je me souviens bien mais je te retrouverai ça.
253400	258080	Et sinon on va aussi remercier Jean-Baptiste, merci pour tes 10 centimes et surtout Mathieu,
258080	260360	merci pour tes 1 centime, c'est vraiment sympa.
260360	264040	Il a précisé qu'il a dépensé le reste sur le live-edit, on peut te comprendre, c'est
264040	266680	d'ailleurs ce que nous allons faire nous-mêmes avec tout l'argent qu'on a reçu.
