start	end	text
0	9360	Et bienvenue à l'apéro du Cap'n'Ouel, Cap'n'Ouel, ah c'est l'apéro, ça décoiffe avec le
9360	10360	Cap'n'Ouel.
10360	12160	Salut c'est l'apéro là.
12160	16360	Et salut à tout le monde, bande de blogueurs sponsorisés, attention, c'est exceptionnel,
16360	20780	nous avons atteint les 200 en ligne une fois de plus pour ce numéro 29, alors ça va vite
20780	25200	descendre dans 5 minutes, il restera 20 personnes comme d'habitude, mais c'est pas grave, on
25200	28600	a atteint notre score sans Manox donc on peut officiellement se débarrasser de lui.
28600	29600	Oh il est un peu là quand même.
29680	30680	Tic-tac-terre !
30680	32680	Non pas ça, on avait dit stop !
32680	33680	Ok.
33680	36200	Stop au jingle, surtout pendant ma rubrique, celle de l'heure de ton père, à la limite
36200	37200	vous pouvez.
37200	39520	Nous sommes donc le mardi 30 mars, j'y ai à même le mercredi…
39520	40520	31.
40520	43560	Voilà, exactement, puisqu'il y a 31 jours au mois de mars, félicitations l'heure de
43560	44560	ton père.
44560	45560	Et voilà, vous l'avez appris chez Cap'n'Ouel.
45560	46560	Voilà.
46560	47560	Au revoir.
47560	49560	Le moment culturel de la soirée, voilà maintenant on peut raconter des conneries.
49560	52600	Donc encore un numéro sans Manox puisqu'il se bonce toujours les couilles aux Etats-Unis
52600	53600	mais il devrait revenir bientôt.
53600	54600	Tic-tac-terre !
54600	57200	Et sinon j'avais autre chose à dire mais alors ton père m'a dit de ne pas en parler
57200	59240	donc voilà, je lui laisse pour sa rubrique.
59240	60240	Super.
60240	63120	Sur ce, bah écoutez, on va commencer par le petit tour de table à commencer par ton
63120	64120	père.
64120	65120	Tu nous as préparé quoi ce soir ?
65120	67640	Plein de bonnes petites choses, donc deux petites news scientifiques, on va en parler
67640	68640	tout à l'heure.
68640	73440	Je vais vous reparler à nouveau parce que j'aime ça de l'affaire Google et la martinière.
73440	77040	Mais enfin, nous parlerons du Défense d'Ouart.
77040	78040	Fantastique.
78040	82840	Des sujets passionnants qui ont été longuement préparés par leur père.
82840	86520	J'ai un peu hâte mais cette semaine, j'ai amené un oreiller exprès pour l'obtenir
86520	87520	de leur tombe.
87520	90440	Non, ce soir, ce soir, ça va être à fond, il y aura de l'action.
90440	91440	De l'action.
91440	98600	Il y aura d'ailleurs un petit peu d'action aussi dans l'Ouazoff, même beaucoup d'action,
98600	99600	on en reparle tout à l'heure.
99600	101840	Ok, bon, vous n'avez rien à dire, c'est fantastique.
101840	107480	Ah bah si, on a dit qu'on vient de faire quand même un espèce de teaser exceptionnel.
107480	109640	Ça me donne trop envie de rester, je ne sais pas encore, je vais prendre mes décisions
109640	110640	pour voir si je vais jusqu'à voir.
110640	111640	J'hésite.
111640	115840	Oui, donc, écoutez, moi je vais vous parler d'actu comme d'habitude, mais avant de commencer,
115840	116840	quelques petits trucs.
116840	120840	C'est un peu notre courrier d'électeur à nous, déjà, on va passer un grand bonjour.
120840	121840	Attention, préparez-vous.
121840	122840	À qui je passe un grand bonjour ?
122840	123840	Bonjour.
123840	124840	Je vais forwarder le mail.
124840	125840	Quel mail ?
125840	130840	D'accord, c'est pas grave, au peuple Nageville qui se trouve à Béziers.
130840	131840	Ah oui !
131840	133840	Et voilà, il faut aller en parler forcément.
133840	137240	C'est incroyable, on a trouvé quelqu'un, si tu veux, qui est propriétaire d'un pub,
137240	140960	attention, métal, rock, tout ça, si vous nous ajoutez bien, et qui apparemment diffuserait
140960	142680	de l'apéro dans son truc, quoi.
142680	143680	Mais Nageville aux Etats-Unis ?
143680	144680	Non, non, Nageville à Béziers.
144680	150960	C'est du mal à entendre l'apéro aux Etats-Unis, à côté d'Elvis Presley, à Nageville.
150960	155360	Nageville à Béziers, donc, c'est un peu le même truc, alors malheureusement, c'est
155360	157360	un peu loin, c'est à côté de Montpellier, là, parce qu'on m'a dit, parce que moi de
157360	160760	la géographie, c'est une fois passé le Paris-Phérique, mais n'en parlons plus.
160760	161760	C'est par là.
161760	163360	Voilà, donc c'est dans le sud, là, parce qu'on m'a raconté.
163360	164760	Oui, c'est quand même bien au sud, à Béziers.
164760	167760	On pourra pas l'épicoler à l'oeil, mais peut-être, lors d'un prochain passage,
167760	169760	qui sait, il faudra qu'on passe voir ces charmants messieurs.
169760	170760	On ira, on ira.
170760	172760	Donc, écoutez, big up à Nageville.
172760	173760	Big up.
173760	174760	Big up.
174760	175760	Big up, man.
175760	176760	Big up.
176760	177760	Big up.
177760	178760	Voilà.
178760	179760	Et puis sinon, aussi, blablabla.
179760	184760	Oui, je voulais remercier, un petit coup, toutes les personnes qui nous envoient de l'info
184760	188760	sur Twitter, parce que, mine de rien, on n'en parle jamais, mais on a beaucoup de news
188760	190760	dont on parle qui nous viennent de vous.
190760	193760	Ah, moi, je cite mes sources Twitter quand il y en a.
193760	197760	Malheureusement, en général, il tweet un petit peu trop tard et j'ai déjà l'info
197760	199760	qui est arrivée dans ma boîte mail.
199760	201760	Il faut être plus rapide, donc n'hésitez pas.
201760	204760	Tu veux dire, ta boîte mail ou ta poubelle mail ?
204760	205760	Ma poubelle mail.
205760	209760	Ça s'appelle des direct messages sur Twitter, mais c'est un peu le rôle de poubelle, effectivement, chez Quacos.
209760	217760	Donc, merci à vous tous, spécialement à USB Corp, qui m'a pas mal envoyé de liens toutes les semaines.
217760	221760	Et puis aussi, un petit merci à Calvin, qui m'envoie pas mal de choses ces temps-ci.
221760	223760	Donc, vous savez quoi faire si vous avez de l'info intéressante.
223760	225760	Et puis, si vous travaillez, n'oublions pas de le dire aussi.
225760	231760	Si vous travaillez chez Apple, chez Microsoft, que vous avez des infos intéressantes à nous balancer.
231760	233760	Et que vous n'avez pas le droit de balancer.
233760	235760	Bien sûr, c'est tout l'intérêt de la chose. Nous protégeons nos sources.
235760	239760	Et s'ils veulent pas balancer de l'info, mais veulent nous balancer un MacBook Pro, c'est encore mieux.
239760	241760	On prend aussi, on vous donnera l'adresse.
241760	243760	On n'est pas sectaires ici.
243760	245760	Je crois que quelqu'un doit nous...
