start	end	text
0	3960	TAAAA PLAYING
4560	7040	Bienvenue à l'apéro du CAPTAINT WEBB
7040	9160	CAPTAINT WEBB
10060	12060	C'est l'apéro, tu es là dans l'apéro
12060	13060	C'est-c'est...
13060	16960	C'est l'apéro du CAPITAIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIII
17340	19340	Dé-pute-éponnet et éternel
19340	20120	Ah non pas deります
20120	21420	Tu mais t'es nulle
21420	23140	T'as cassé notre jungle
23140	24220	À la fin y'a le tu-lu-lu-lu
24220	25000	et là je commence
25000	25520	Voilà
25520	26640	Tou toutouunu
26640	27500	ça enregistre en fait
27960	29560	Ah bien D'accord faut lui me le dire
29560	32220	Attends, attends, je fais le tout loulou à fin.
32220	36000	Tout loulou, tout loulou ! Et voilà tout le monde, bienvenue dans l'apéro le plus
36000	40140	bordélique que vous avez jamais entendu, le seul podcast qui commence à 23h30 précise
40140	43700	tous les mardis soirs, à 1h30 près, on n'en est plus à ça près.
43700	44700	Nous sommes...
44700	45700	De combien ? 2 février.
45700	46700	Oui, on est le 3 maintenant.
46700	47700	Nous sommes le 12 décembre.
47700	55100	On est le 3 février et c'est un numéro spécial ce soir, pourquoi ?
55100	58540	Parce que le numéro, c'est de la merde !
59000	62360	Pas seulement parce que c'est de la merde, mais aussi, devinez quoi, ça fait 6 mois
62360	64360	qu'on enchaîne le bordel.
64360	65360	Ah bon ?
65360	66360	Si du calcu.
66360	67360	C'est un bon anniversaire là.
67360	68360	C'est un superbe anniversaire.
68360	69360	C'est un super cadeau d'anniversaire.
69360	73920	Ce fameux numéro 0, le pilote qu'on a jamais enregistré, qu'on a jamais diffusé en fait,
73920	74920	on l'a enregistré.
74920	76520	Le Alain Prost de l'apéro du capo.
76520	79480	Mais est-ce que Quacko, c'est encore ce numéro 0, ce numéro pilote midi ?
79480	80480	Oui, oui, oui.
80480	81480	Tu l'es encore, celui qui n'a pas été diffusé ?
81480	82480	Oh la vache !
82480	85420	Je crois que The Corbeau, là aussi, il l'a mis en vente pour 500 euros.
85420	86420	Quoi, c'est black ?
86420	88420	C'est une putain d'affaire, votre place, je le chèterai.
88420	89420	C'est une grosse affaire.
89420	90420	Quelle excro.
90420	91420	Enfin bon.
91420	94020	Salut tout le monde sur le chat, vous êtes encore 113 à nous regarder à cette heure-là.
94020	97060	Et autant le dire, c'est exceptionnel parce que ceux qui n'ont pas le podcast en direct
97060	100780	ne le savent pas, mais nous commençons avec un tout petit peu plus de retard que d'habitude,
100780	102500	puisque là, il est pratiquement 1h du matin.
